Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
8	SORBI_3008G092800	Sum_AEG_Sum_DG;Sum_AEG_Sum_DGDG;Sum_AEG_Sum_PE;Sum_AEG_Sum_SM;Sum_Cer_Sum_DGDG;Sum_Cer_Sum_PE;Sum_Cer_Sum_SM;Sum_Cer_Sum_TG;Sum_DG_Sum_SM;Sum_DG_Sum_TG;Sum_DGDG_Sum_PE;Sum_DGDG_Sum_TG;Sum_FA_Sum_PE;Sum_FA_Sum_SM;Sum_GalCer_Sum_PE;Sum_GalCer_Sum_PS;Sum_GalCer_Sum_SM;Sum_GalCer_Sum_TG;Sum_LPC_Sum_SM;Sum_LPE_Sum_PA;Sum_LPE_Sum_TG;Sum_MG_Sum_SM;Sum_MG_Sum_TG;Sum_MGDG_Sum_SM;Sum_MGDG_Sum_TG;Sum_PA_Sum_PE;Sum_PA_Sum_SM;Sum_PA_Sum_SQDG;Sum_PC_Sum_SM;Sum_PC_Sum_TG;Sum_PE_Sum_SM;Sum_PE_Sum_SQDG;Sum_PE_Sum_TG;Sum_PG_Sum_TG;Sum_PS_Sum_SM;Sum_SM_Sum_TG	9;43;13;54;26;17;21;88;49;89;19;94;51;74;18;13;63;67;18;18;48;13;89;61;99;22;17;23;13;9;16;29;6;97;64;8	SNP_41479122;SNP_41481419;SNP_41486517;SNP_41479064;SNP_41481085;SNP_41481148;SNP_41479083;SNP_41481085;SNP_41479391;SNP_41479062;SNP_41481085;SNP_41479062;SNP_41482091;SNP_41478982;SNP_41479078;SNP_41478946;SNP_41479083;SNP_41479142;SNP_41479391;SNP_41485616;SNP_41486683;SNP_41479064;SNP_41479062;SNP_41479391;SNP_41479062;SNP_41481331;SNP_41479391;SNP_41479083;SNP_41479391;SNP_41485694;SNP_41479391;SNP_41479064;SNP_41479142;SNP_41481085;SNP_41479083;SNP_41479142	6.087641e-11;8.64168e-11;2.796952e-21;3.650897e-34;4.466821e-15;3.09447e-12;3.33085e-34;7.22896e-13;2.688191e-10;6.725726e-14;6.480319e-23;1.457942e-14;1.502762e-33;9.814167e-14;5.620903e-21;1.413899e-22;2.046281e-30;7.664781e-23;2.434685e-23;1.06316e-50;1.236239e-13;9.573068e-15;9.109232e-14;8.781923e-16;2.782028e-10;8.507034e-10;2.034908e-21;4.053301e-09;1.389139e-10;1.348323e-11;2.206794e-27;7.363624e-08;3.208354e-19;1.051375e-08;4.184961e-33;2.365397e-24	36
7	SORBI_3007G104932	Sum_AEG_Sum_PA;Sum_AEG_Sum_PG;Sum_AEG_Sum_PS;Sum_AEG_Sum_SM;Sum_Cer_Sum_PG;Sum_Cer_Sum_PS;Sum_DG_Sum_LPC;Sum_DG_Sum_PA;Sum_DG_Sum_PG;Sum_DG_Sum_TG;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_FA_Sum_PG;Sum_GalCer_Sum_LPC;Sum_GalCer_Sum_SM;Sum_GalCer_Sum_TG;Sum_LPC_Sum_PG;Sum_LPE_Sum_PS;Sum_LPE_Sum_TG;Sum_MG_Sum_PA;Sum_MG_Sum_PC;Sum_MG_Sum_PS;Sum_MG_Sum_TG;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_PG;Sum_PA_Sum_PG;Sum_PA_Sum_PS;Sum_PC_Sum_PG;Sum_PE_Sum_SM;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PS_Sum_SM;Sum_SM_Sum_TG	12;10;70;75;80;82;33;11;32;9;69;11;63;17;12;20;115;20;77;82;25;11;24;80;11;12;39;74;80;58;110;24;84;111;27	SNP_37147693;SNP_37143125;SNP_37140321;SNP_37139808;SNP_37139808;SNP_37140321;SNP_37141256;SNP_37147693;SNP_37140334;SNP_37141632;SNP_37139808;SNP_37147693;SNP_37140321;SNP_37141632;SNP_37139968;SNP_37144536;SNP_37139611;SNP_37141632;SNP_37139808;SNP_37140321;SNP_37147708;SNP_37147693;SNP_37145006;SNP_37140321;SNP_37141632;SNP_37147693;SNP_37140334;SNP_37139808;SNP_37140321;SNP_37139808;SNP_37139611;SNP_37147690;SNP_37140321;SNP_37139611;SNP_37141632	1.013419e-13;1.617069e-10;4.54933e-08;6.435943e-08;2.191319e-14;4.427799e-09;1.322529e-10;5.710889e-09;8.621711e-12;5.844581e-09;4.999041e-12;3.255697e-08;9.805186e-08;5.021558e-11;9.349495e-08;4.309703e-09;8.722338e-08;4.400834e-15;2.255836e-13;3.341678e-08;5.004915e-08;1.680864e-13;2.320231e-08;1.539016e-08;3.051563e-08;4.654516e-09;7.491865e-12;6.689147e-12;2.580521e-08;2.597325e-16;2.887698e-08;5.506021e-11;3.793146e-09;6.980653e-08;9.631465e-14	35
5	SORBI_3005G131800	Sum_AEG_Sum_GalCer;Sum_AEG_Sum_SQDG;Sum_Cer_Sum_GalCer;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPC;Sum_DG_Sum_PC;Sum_DG_Sum_SM;Sum_DG_Sum_SQDG;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_PC;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_SM;Sum_FA_Sum_SQDG;Sum_FA_Sum_TG;Sum_GalCer_Sum_LPC;Sum_GalCer_Sum_SQDG;Sum_LPE_Sum_PA;Sum_LPE_Sum_SM;Sum_LPE_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_MGDG_Sum_PC;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG;Sum_PA_Sum_SQDG;Sum_PA_Sum_TG;Sum_PE_Sum_SQDG;Sum_PG_Sum_SM;Sum_PG_Sum_SQDG;Sum_PG_Sum_TG;Sum_PS_Sum_SQDG;Sum_SM_Sum_SQDG	48;16;44;41;12;22;65;17;43;18;42;29;46;28;19;20;14;26;23;23;24;25;13;27;13;21;16;16;31;27;18;30;26	SNP_57258626;SNP_57255143;SNP_57258626;SNP_57258626;SNP_57248529;SNP_57268886;SNP_57265011;SNP_57255143;SNP_57258626;SNP_57258817;SNP_57268886;SNP_57272432;SNP_57258626;SNP_57258626;SNP_57255143;SNP_57247019;SNP_57248529;SNP_57258593;SNP_57270134;SNP_57265011;SNP_57255143;SNP_57255143;SNP_57268886;SNP_57255143;SNP_57247019;SNP_57255143;SNP_57247019;SNP_57255143;SNP_57272432;SNP_57255143;SNP_57247019;SNP_57255143;SNP_57258593	7.304699e-35;8.904558e-10;1.377408e-35;2.044151e-35;2.142783e-10;5.641455e-08;9.554266e-09;8.027978e-11;1.019941e-35;2.501571e-12;3.299351e-08;2.486e-18;8.379208e-47;1.97717e-11;7.42444e-10;7.572435e-08;2.521108e-09;1.016217e-08;6.744798e-10;9.239299e-09;1.030371e-08;2.090814e-12;1.672195e-09;4.137443e-09;6.252718e-08;3.751444e-18;7.98402e-08;3.096929e-14;3.355534e-22;5.241096e-09;1.196732e-08;7.870903e-10;1.901533e-10	33
2	SORBI_3002G150932	Sum_AEG_Sum_GalCer;Sum_AEG_Sum_PS;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_MGDG;Sum_Cer_Sum_PS;Sum_DG_Sum_DGDG;Sum_DG_Sum_GalCer;Sum_DG_Sum_PA;Sum_DG_Sum_PS;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_PA;Sum_FA_Sum_PS;Sum_GalCer_Sum_MGDG;Sum_GalCer_Sum_PA;Sum_LPC_Sum_PS;Sum_LPE_Sum_PS;Sum_MG_Sum_MGDG;Sum_MG_Sum_PA;Sum_MG_Sum_PG;Sum_MG_Sum_PS;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_PG;Sum_PA_Sum_PS;Sum_PC_Sum_PS;Sum_PC_Sum_SM;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PG_Sum_SM	2;33;2;33;40;25;5;11;17;4;47;35;10;5;15;15;80;13;34;38;57;11;30;39;11;59;34;36;19;35;40;5	SNP_44166836;SNP_44168460;SNP_44166836;SNP_44166613;SNP_44168460;SNP_44167385;SNP_44166682;SNP_44171049;SNP_44168460;SNP_44166836;SNP_44166510;SNP_44168460;SNP_44166790;SNP_44166836;SNP_44171049;SNP_44168460;SNP_44166613;SNP_44168521;SNP_44168460;SNP_44168460;SNP_44165874;SNP_44171049;SNP_44166510;SNP_44168460;SNP_44171049;SNP_44166510;SNP_44168460;SNP_44168460;SNP_44166613;SNP_44168460;SNP_44168460;SNP_44166806	5.217778e-14;8.8806e-11;7.829977e-15;3.132983e-15;3.159944e-14;1.177259e-85;1.695067e-14;5.033943e-08;1.024241e-09;2.317142e-14;1.712217e-15;9.081739e-12;4.586343e-08;2.085397e-14;4.785543e-12;2.128848e-10;3.419258e-10;3.770601e-08;3.933859e-12;2.254366e-13;1.241157e-17;4.58558e-08;1.371316e-19;1.526415e-13;8.059623e-08;7.508983e-08;7.197986e-12;3.086752e-12;2.098375e-08;2.588231e-12;3.320163e-14;4.437766e-13	32
7	SORBI_3007G141340	Sum_AEG_Sum_FA;Sum_AEG_Sum_GalCer;Sum_AEG_Sum_LPE;Sum_AEG_Sum_MGDG;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_LPE;Sum_Cer_Sum_PA;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_PA;Sum_DG_Sum_SM;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_LPE;Sum_FA_Sum_SM;Sum_GalCer_Sum_LPE;Sum_GalCer_Sum_PA;Sum_LPC_Sum_LPE;Sum_LPC_Sum_SM;Sum_LPE_Sum_SM;Sum_MG_Sum_PA;Sum_MG_Sum_SM;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_SM;Sum_PG_Sum_SM	8;1;1;118;1;2;22;1;1;11;31;12;17;1;1;118;32;2;1;1;6;2;58;1;24;5;58;3;24;15;2	SNP_57091149;SNP_57090713;SNP_57090185;SNP_57077337;SNP_57090713;SNP_57069963;SNP_57069950;SNP_57090713;SNP_57090185;SNP_57077940;SNP_57069950;SNP_57071070;SNP_57091149;SNP_57090713;SNP_57090185;SNP_57069923;SNP_57069950;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57069950;SNP_57090185;SNP_57090713;SNP_57090713;SNP_57069950;SNP_57090185;SNP_57069950;SNP_57071070;SNP_57070020	1.204044e-08;0;1.053898e-121;5.204424e-12;0;5.471101e-260;2.335677e-08;0;3.613997e-238;2.940586e-16;3.342034e-08;4.272633e-23;1.738075e-19;0;4.894212e-257;7.706185e-15;4.168616e-08;2.382464e-67;0;1.412102e-39;4.330273e-34;1.089973e-79;9.0722e-08;9.929801e-35;1.27283e-11;2.17133e-23;1.57252e-08;1.649067e-09;2.897527e-08;4.827851e-16;2.244242e-98	31
7	SORBI_3007G141380	Sum_AEG_Sum_FA;Sum_AEG_Sum_GalCer;Sum_AEG_Sum_LPE;Sum_AEG_Sum_MGDG;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_LPE;Sum_Cer_Sum_PA;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_PA;Sum_DG_Sum_SM;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_LPE;Sum_FA_Sum_SM;Sum_GalCer_Sum_LPE;Sum_GalCer_Sum_PA;Sum_LPC_Sum_LPE;Sum_LPC_Sum_SM;Sum_LPE_Sum_SM;Sum_MG_Sum_PA;Sum_MG_Sum_SM;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_SM;Sum_PG_Sum_SM	8;1;1;133;1;1;24;1;1;11;32;12;18;1;1;130;33;2;1;1;10;2;59;1;29;8;60;7;25;17;1	SNP_57091149;SNP_57090713;SNP_57090185;SNP_57077337;SNP_57090713;SNP_57090185;SNP_57091375;SNP_57090713;SNP_57090185;SNP_57077940;SNP_57089590;SNP_57071070;SNP_57091149;SNP_57090713;SNP_57090185;SNP_57077337;SNP_57089590;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57073739;SNP_57090185;SNP_57090713;SNP_57090713;SNP_57073739;SNP_57090185;SNP_57091348;SNP_57071070;SNP_57090713	1.204044e-08;0;1.053898e-121;5.204424e-12;0;5.471101e-260;2.335677e-08;0;3.613997e-238;2.940586e-16;3.342034e-08;4.272633e-23;1.738075e-19;0;4.894212e-257;7.706185e-15;4.168616e-08;2.382464e-67;0;1.412102e-39;4.330273e-34;1.089973e-79;9.0722e-08;9.929801e-35;1.27283e-11;2.17133e-23;1.57252e-08;1.649067e-09;2.897527e-08;4.827851e-16;2.244242e-98	31
7	SORBI_3007G141420	Sum_AEG_Sum_FA;Sum_AEG_Sum_GalCer;Sum_AEG_Sum_LPE;Sum_AEG_Sum_MGDG;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_LPE;Sum_Cer_Sum_PA;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_PA;Sum_DG_Sum_SM;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_LPE;Sum_FA_Sum_SM;Sum_GalCer_Sum_LPE;Sum_GalCer_Sum_PA;Sum_LPC_Sum_LPE;Sum_LPC_Sum_SM;Sum_LPE_Sum_SM;Sum_MG_Sum_PA;Sum_MG_Sum_SM;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_SM;Sum_PG_Sum_SM	8;1;1;158;1;1;24;1;1;22;36;14;22;1;1;158;37;2;1;1;19;2;74;1;38;9;74;13;25;20;1	SNP_57091149;SNP_57090713;SNP_57090185;SNP_57077707;SNP_57090713;SNP_57090185;SNP_57091375;SNP_57090713;SNP_57090185;SNP_57077940;SNP_57089590;SNP_57090185;SNP_57091149;SNP_57090713;SNP_57090185;SNP_57077707;SNP_57089590;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57078444;SNP_57090185;SNP_57090713;SNP_57090713;SNP_57078444;SNP_57090185;SNP_57091348;SNP_57090185;SNP_57090713	1.204044e-08;0;1.053898e-121;5.204424e-12;0;5.471101e-260;2.335677e-08;0;3.613997e-238;2.940586e-16;3.342034e-08;4.272633e-23;1.738075e-19;0;4.894212e-257;7.706185e-15;4.168616e-08;2.382464e-67;0;1.412102e-39;4.330273e-34;1.089973e-79;9.0722e-08;9.929801e-35;1.27283e-11;2.17133e-23;1.57252e-08;1.649067e-09;2.897527e-08;4.827851e-16;2.244242e-98	31
7	SORBI_3007G141460	Sum_AEG_Sum_FA;Sum_AEG_Sum_GalCer;Sum_AEG_Sum_LPE;Sum_AEG_Sum_MGDG;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_LPE;Sum_Cer_Sum_PA;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_PA;Sum_DG_Sum_SM;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_SM;Sum_FA_Sum_GalCer;Sum_FA_Sum_LPE;Sum_FA_Sum_SM;Sum_GalCer_Sum_LPE;Sum_GalCer_Sum_PA;Sum_LPC_Sum_LPE;Sum_LPC_Sum_SM;Sum_LPE_Sum_SM;Sum_MG_Sum_PA;Sum_MG_Sum_SM;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_SM;Sum_PG_Sum_SM	8;1;2;165;1;2;24;1;2;21;36;14;22;1;2;164;37;2;1;1;19;4;70;1;40;17;71;13;25;21;2	SNP_57091149;SNP_57090713;SNP_57090185;SNP_57089556;SNP_57090713;SNP_57090185;SNP_57091375;SNP_57090713;SNP_57090185;SNP_57091001;SNP_57089590;SNP_57090185;SNP_57091149;SNP_57090713;SNP_57090185;SNP_57089556;SNP_57089590;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57090713;SNP_57090185;SNP_57089569;SNP_57090185;SNP_57090713;SNP_57090713;SNP_57089569;SNP_57090185;SNP_57091348;SNP_57090185;SNP_57090713	1.204044e-08;0;1.053898e-121;5.204424e-12;0;5.471101e-260;2.335677e-08;0;3.613997e-238;2.940586e-16;3.342034e-08;4.272633e-23;1.738075e-19;0;4.894212e-257;7.706185e-15;4.168616e-08;2.382464e-67;0;1.412102e-39;4.330273e-34;1.089973e-79;9.0722e-08;9.929801e-35;1.27283e-11;2.17133e-23;1.57252e-08;1.649067e-09;2.897527e-08;4.827851e-16;2.244242e-98	31
2	SORBI_3002G157500	Sum_AEG_Sum_DG;Sum_AEG_Sum_LPE;Sum_AEG_Sum_MGDG;Sum_Cer_Sum_LPE;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_PG;Sum_DG_Sum_TG;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_TG;Sum_FA_Sum_LPE;Sum_GalCer_Sum_LPE;Sum_GalCer_Sum_PG;Sum_GalCer_Sum_TG;Sum_LPC_Sum_LPE;Sum_LPC_Sum_SQDG;Sum_LPC_Sum_TG;Sum_LPE_Sum_TG;Sum_MG_Sum_PG;Sum_MG_Sum_TG;Sum_MGDG_Sum_PG;Sum_MGDG_Sum_TG;Sum_PC_Sum_TG;Sum_PE_Sum_TG;Sum_PG_Sum_TG;Sum_PS_Sum_TG;Sum_SM_Sum_TG	80;8;10;7;4;5;69;12;5;2;73;6;5;11;64;5;7;17;13;5;72;5;76;7;5;5;4;8;7	SNP_48083410;SNP_48084721;SNP_48083437;SNP_48084721;SNP_48084721;SNP_48105098;SNP_48084438;SNP_48085089;SNP_48084721;SNP_48084640;SNP_48084473;SNP_48085089;SNP_48084721;SNP_48104867;SNP_48108203;SNP_48084579;SNP_48084304;SNP_48084863;SNP_48088838;SNP_48084473;SNP_48083666;SNP_48085089;SNP_48084438;SNP_48085089;SNP_48086653;SNP_48084473;SNP_48085089;SNP_48087122;SNP_48084473	1.157844e-19;1.880954e-26;6.211493e-12;1.10671e-33;1.967602e-32;2.610855e-16;3.788902e-08;2.089156e-16;6.512199e-33;5.966131e-15;1.483854e-14;8.247293e-17;2.589233e-11;4.930884e-22;2.914091e-13;2.195234e-32;2.622975e-11;7.626693e-10;5.378932e-14;5.615408e-19;2.208532e-11;1.156837e-16;8.818249e-11;1.771628e-11;7.953604e-17;8.940601e-28;1.641728e-11;8.594523e-11;5.773595e-34	29
8	SORBI_3008G088836	Sum_AEG_Sum_FA;Sum_AEG_Sum_GalCer;Sum_AEG_Sum_MG;Sum_AEG_Sum_PS;Sum_Cer_Sum_GalCer;Sum_Cer_Sum_MG;Sum_Cer_Sum_PS;Sum_DG_Sum_FA;Sum_DG_Sum_GalCer;Sum_DG_Sum_MG;Sum_DG_Sum_PS;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_PS;Sum_FA_Sum_GalCer;Sum_FA_Sum_MG;Sum_FA_Sum_PS;Sum_GalCer_Sum_MG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPE_Sum_MG;Sum_LPE_Sum_PS;Sum_MG_Sum_PS;Sum_PA_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PG_Sum_SM	22;12;10;2;11;9;9;21;9;9;9;19;10;9;4;13;10;4;10;8;5;9;8;8;4;5;5;10;4	SNP_21314536;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21314536;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21315890;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21314623;SNP_21314623;SNP_21314750;SNP_21314623;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314750	4.17679e-54;2.498744e-12;2.298328e-12;1.467229e-09;5.226671e-13;3.794145e-11;1.791736e-12;7.280474e-43;9.892292e-13;9.837108e-12;1.854715e-08;1.940111e-28;1.338537e-12;9.610339e-13;1.579526e-10;1.242298e-12;3.957936e-13;3.006031e-09;5.736364e-12;8.526753e-11;1.558171e-10;6.690242e-12;1.027507e-11;7.764987e-12;1.630479e-10;8.955235e-11;7.587957e-11;1.730342e-12;1.068711e-11	29
