Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G201000	Sum_LPC	66	SNP_18186324	1.260871e-06	1
1	SORBI_3001G243100	Sum_LPC	13	SNP_25122403	5.428651e-06	1
1	SORBI_3001G243150	Sum_LPC	12	SNP_25129190	5.428651e-06	1
1	SORBI_3001G243200	Sum_LPC	12	SNP_25130232	5.428651e-06	1
2	SORBI_3002G204600	Sum_LPC	113	SNP_59597550	5.319582e-06	1
2	SORBI_3002G204700	Sum_LPC	120	SNP_59601761	5.319582e-06	1
2	SORBI_3002G204800	Sum_LPC	340	SNP_59618594	5.319582e-06	1
2	SORBI_3002G204900	Sum_LPC	328	SNP_59623502	7.15706e-06	1
2	SORBI_3002G205000	Sum_LPC	343	SNP_59632460	7.15706e-06	1
4	SORBI_3004G201800	Sum_LPC	92	SNP_55369709	3.213228e-06	1
4	SORBI_3004G201900	Sum_LPC	70	SNP_55403841	7.37597e-06	1
6	SORBI_3006G208600	Sum_LPC	2	SNP_55855624	6.69384e-06	1
6	SORBI_3006G208700	Sum_LPC	2	SNP_55855624	6.69384e-06	1
6	SORBI_3006G208800	Sum_LPC	2	SNP_55855624	6.69384e-06	1
7	SORBI_3007G020500	Sum_LPC	10	SNP_1918230	5.808066e-07	1
7	SORBI_3007G020600	Sum_LPC	30	SNP_1944499	5.808066e-07	1
8	SORBI_3008G120450	Sum_LPC	65	SNP_53425853	1.972438e-06	1
10	SORBI_3010G126600	Sum_LPC	48	SNP_15995081	1.691621e-06	1
10	SORBI_3010G126700	Sum_LPC	59	SNP_16006934	1.241819e-07	1
10	SORBI_3010G156800	Sum_LPC	39	SNP_46098872	5.293926e-06	1
