Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
6	SORBI_3006G202200	Alpha_Carotene	285	SNP_55328845	1.127635e-06	1
6	SORBI_3006G202300	Alpha_Carotene	301	SNP_55334893	1.127635e-06	1
6	SORBI_3006G202401	Alpha_Carotene	281	SNP_55338800	1.127635e-06	1
6	SORBI_3006G202500	Alpha_Carotene	271	SNP_55339493	1.127635e-06	1
6	SORBI_3006G202600	Alpha_Carotene	238	SNP_55345214	1.127635e-06	1
6	SORBI_3006G202700	Alpha_Carotene	278	SNP_55347547	1.127635e-06	1
6	SORBI_3006G202800	Alpha_Carotene	197	SNP_55352633	1.127635e-06	1
6	SORBI_3006G202900	Alpha_Carotene	162	SNP_55355484	1.127635e-06	1
6	SORBI_3006G207900	Alpha_Carotene	52	SNP_55731173	5.644885e-06	1
6	SORBI_3006G208000	Alpha_Carotene	74	SNP_55746128	3.521052e-06	1
6	SORBI_3006G208050	Alpha_Carotene	89	SNP_55746128	3.521052e-06	1
6	SORBI_3006G208100	Alpha_Carotene	127	SNP_55761156	7.086375e-06	1
9	SORBI_3009G220400	Alpha_Carotene	200	SNP_56368593	6.380394e-06	1
9	SORBI_3009G220500	Alpha_Carotene	157	SNP_56372371	6.380394e-06	1
9	SORBI_3009G220600	Alpha_Carotene	135	SNP_56378687	6.380394e-06	1
9	SORBI_3009G220700	Alpha_Carotene	134	SNP_56379108	6.380394e-06	1
9	SORBI_3009G220800	Alpha_Carotene	176	SNP_56380488	6.380394e-06	1
9	SORBI_3009G220933	Alpha_Carotene	163	SNP_56397874	7.212577e-06	1
9	SORBI_3009G220966	Alpha_Carotene	173	SNP_56397874	7.212577e-06	1
9	SORBI_3009G221000	Alpha_Carotene	178	SNP_56407044	7.212577e-06	1
9	SORBI_3009G224800	Alpha_Carotene	241	SNP_56676264	3.954893e-06	1
9	SORBI_3009G224900	Alpha_Carotene	221	SNP_56685006	3.954893e-06	1
9	SORBI_3009G225000	Alpha_Carotene	235	SNP_56685006	3.954893e-06	1
9	SORBI_3009G225100	Alpha_Carotene	263	SNP_56692695	3.954893e-06	1
9	SORBI_3009G225200	Alpha_Carotene	199	SNP_56699461	3.954893e-06	1
