Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G179200	Ubiquinone 9	63	SNP_15162034	1.156409e-06	1
1	SORBI_3001G179300	Ubiquinone 9	82	SNP_15162034	8.884776e-07	1
1	SORBI_3001G179400	Ubiquinone 9	119	SNP_15169748	4.56586e-08	1
1	SORBI_3001G179500	Ubiquinone 9	157	SNP_15174582	4.56586e-08	1
1	SORBI_3001G179560	Ubiquinone 9	169	SNP_15175173	4.56586e-08	1
1	SORBI_3001G179620	Ubiquinone 9	130	SNP_15185455	4.56586e-08	1
1	SORBI_3001G179680	Ubiquinone 9	125	SNP_15187072	4.56586e-08	1
1	SORBI_3001G179740	Ubiquinone 9	97	SNP_15193516	7.07663e-08	1
1	SORBI_3001G286700	Ubiquinone 9	2	SNP_56208670	5.51311e-06	1
3	SORBI_3003G081800	Ubiquinone 9	25	SNP_7008594	1.898598e-06	1
3	SORBI_3003G081900	Ubiquinone 9	38	SNP_7011365	7.732327e-07	1
3	SORBI_3003G082000	Ubiquinone 9	42	SNP_7031954	7.732327e-07	1
3	SORBI_3003G082100	Ubiquinone 9	37	SNP_7033140	7.732327e-07	1
3	SORBI_3003G088600	Ubiquinone 9	58	SNP_7702408	4.868755e-06	1
3	SORBI_3003G088700	Ubiquinone 9	147	SNP_7716153	4.868755e-06	1
3	SORBI_3003G088800	Ubiquinone 9	147	SNP_7720283	4.868755e-06	1
3	SORBI_3003G088900	Ubiquinone 9	146	SNP_7725106	4.868755e-06	1
3	SORBI_3003G342600	Ubiquinone 9	3	SNP_66490310	1.106207e-06	1
3	SORBI_3003G342700	Ubiquinone 9	3	SNP_66490310	1.106207e-06	1
3	SORBI_3003G342800	Ubiquinone 9	3	SNP_66490310	1.106207e-06	1
3	SORBI_3003G343600	Ubiquinone 9	17	SNP_66539034	7.992292e-06	1
3	SORBI_3003G343700	Ubiquinone 9	17	SNP_66539034	7.992292e-06	1
3	SORBI_3003G343900	Ubiquinone 9	27	SNP_66539034	7.992292e-06	1
3	SORBI_3003G344050	Ubiquinone 9	37	SNP_66539034	7.992292e-06	1
4	SORBI_3004G029400	Ubiquinone 9	46	SNP_2337680	2.351175e-06	1
4	SORBI_3004G029450	Ubiquinone 9	42	SNP_2360962	2.351175e-06	1
4	SORBI_3004G029500	Ubiquinone 9	42	SNP_2360962	2.351175e-06	1
4	SORBI_3004G029550	Ubiquinone 9	42	SNP_2360962	2.351175e-06	1
4	SORBI_3004G029601	Ubiquinone 9	42	SNP_2360962	2.351175e-06	1
4	SORBI_3004G035601	Ubiquinone 9	94	SNP_2873742	6.445534e-06	1
4	SORBI_3004G035700	Ubiquinone 9	91	SNP_2876778	6.445534e-06	1
4	SORBI_3004G035750	Ubiquinone 9	91	SNP_2876778	6.445534e-06	1
4	SORBI_3004G035800	Ubiquinone 9	144	SNP_2882812	6.445534e-06	1
4	SORBI_3004G035900	Ubiquinone 9	205	SNP_2889674	6.445534e-06	1
4	SORBI_3004G036100	Ubiquinone 9	203	SNP_2896949	6.445534e-06	1
4	SORBI_3004G173600	Ubiquinone 9	9	SNP_52635959	8.213837e-06	1
4	SORBI_3004G173700	Ubiquinone 9	9	SNP_52635959	8.213837e-06	1
4	SORBI_3004G173800	Ubiquinone 9	9	SNP_52635959	8.213837e-06	1
4	SORBI_3004G173900	Ubiquinone 9	9	SNP_52635959	8.213837e-06	1
4	SORBI_3004G174000	Ubiquinone 9	8	SNP_52641510	8.213837e-06	1
4	SORBI_3004G279800	Ubiquinone 9	173	SNP_62228748	3.485657e-06	1
4	SORBI_3004G279900	Ubiquinone 9	132	SNP_62235427	3.485657e-06	1
4	SORBI_3004G280000	Ubiquinone 9	92	SNP_62240335	3.485657e-06	1
4	SORBI_3004G280100	Ubiquinone 9	103	SNP_62245109	3.485657e-06	1
4	SORBI_3004G280200	Ubiquinone 9	118	SNP_62245109	3.485657e-06	1
4	SORBI_3004G280301	Ubiquinone 9	114	SNP_62246226	3.485657e-06	1
4	SORBI_3004G280401	Ubiquinone 9	148	SNP_62252614	3.485657e-06	1
