Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
8	SORBI_3008G092800	Sum_DG_Sum_PG;Sum_DGDG_Sum_PG;Sum_LPC_Sum_PC;Sum_LPC_Sum_PE;Sum_LPC_Sum_PG;Sum_LPE_Sum_PG;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PG;Sum_PC_Sum_PG;Sum_PC_Sum_PS;Sum_PC_Sum_SQDG;Sum_PE_Sum_PG;Sum_PE_Sum_PS;Sum_PE_Sum_SQDG;Sum_PG_Sum_PS;Sum_PG_Sum_SQDG	36;38;18;15;18;73;41;35;117;16;23;23;16;20;12;31;20	SNP_41505874;SNP_41505874;SNP_41510158;SNP_41509674;SNP_41507513;SNP_41506183;SNP_41503471;SNP_41507513;SNP_41499953;SNP_41507513;SNP_41510347;SNP_41510283;SNP_41500945;SNP_41510351;SNP_41510283;SNP_41510347;SNP_41510283	4.454684e-06;1.682537e-20;2.11098e-06;9.192855e-09;2.179485e-16;3.988911e-11;8.781705e-18;1.193224e-06;3.000463e-08;8.262007e-19;7.086882e-44;3.901828e-16;5.677858e-09;4.50145e-49;5.308701e-13;3.782285e-29;2.0489e-06	17
5	SORBI_3005G028300	Sum_LPC_Sum_PA;Sum_LPE_Sum_PA;Sum_LPE_Sum_PE;Sum_MGDG_Sum_PA;Sum_PA_Sum_PE;Sum_PA_Sum_PS;Sum_PC_Sum_PE;Sum_PC_Sum_PS;Sum_PC_Sum_SQDG;Sum_PC_Sum_TG;Sum_PE_Sum_PS;Sum_PE_Sum_SQDG;Sum_PE_Sum_TG;Sum_PG_Sum_TG	129;75;8;26;15;152;5;7;11;5;7;18;5;5	SNP_2520670;SNP_2520783;SNP_2524215;SNP_2520783;SNP_2524204;SNP_2523986;SNP_2538618;SNP_2524032;SNP_2524204;SNP_2523809;SNP_2524032;SNP_2524204;SNP_2523809;SNP_2523809	1.63155e-07;2.978742e-07;5.273369e-07;2.098592e-07;6.216963e-07;3.333298e-10;1.035409e-07;8.85483e-06;1.670902e-08;1.520526e-07;9.260267e-06;8.783331e-06;2.144384e-07;8.965458e-06	14
8	SORBI_3008G086700	Sum_DG_Sum_PG;Sum_DGDG_Sum_PG;Sum_LPC_Sum_PG;Sum_LPE_Sum_PC;Sum_LPE_Sum_PE;Sum_MG_Sum_PG;Sum_PA_Sum_PC;Sum_PA_Sum_PE;Sum_PA_Sum_SQDG;Sum_PC_Sum_PG;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PE_Sum_SQDG;Sum_PG_Sum_SQDG	38;55;19;42;18;52;33;21;49;22;42;45;67;38	SNP_17613146;SNP_17592671;SNP_17613179;SNP_17611676;SNP_17612771;SNP_17592671;SNP_17611678;SNP_17611939;SNP_17611722;SNP_17613179;SNP_17605374;SNP_17605374;SNP_17611678;SNP_17611729	7.43456e-06;4.249013e-06;3.652889e-06;5.960256e-06;5.091077e-06;9.226215e-07;5.592581e-06;4.1474e-06;2.077586e-18;1.903046e-06;3.753775e-07;2.109766e-07;1.151962e-06;1.623883e-13	14
3	SORBI_3003G152400	Sum_DG_Sum_PG;Sum_LPC_Sum_PG;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PE;Sum_PA_Sum_PG;Sum_PA_Sum_TG;Sum_PC_Sum_PG;Sum_PC_Sum_TG;Sum_PE_Sum_PG;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PG_Sum_TG	30;62;27;83;25;40;31;52;34;50;36;66;62	SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16181039;SNP_16182945;SNP_16181039;SNP_16182904;SNP_16181039;SNP_16201446;SNP_16181039	2.045474e-07;1.414815e-28;3.16206e-07;7.356652e-13;7.075395e-06;7.724427e-07;1.583197e-07;3.627014e-20;4.939668e-06;9.057601e-33;3.11868e-06;5.338734e-07;6.410216e-07	13
3	SORBI_3003G175950	Sum_DG_Sum_PG;Sum_DGDG_Sum_PG;Sum_LPC_Sum_PG;Sum_LPE_Sum_PG;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PG;Sum_PA_Sum_PS;Sum_PC_Sum_PG;Sum_PC_Sum_PS;Sum_PE_Sum_PG;Sum_PE_Sum_PS;Sum_PG_Sum_PS	8;6;26;18;10;83;7;17;7;5;5;4;9	SNP_44529467;SNP_44529467;SNP_44527760;SNP_44529467;SNP_44529467;SNP_44534955;SNP_44529467;SNP_44537099;SNP_44529467;SNP_44537317;SNP_44538462;SNP_44537317;SNP_44537317	4.454684e-06;1.682537e-20;2.179485e-16;3.988911e-11;8.781705e-18;2.140948e-08;3.000463e-08;4.426689e-20;8.262007e-19;1.485895e-13;3.032702e-15;1.222937e-14;2.097732e-15	13
5	SORBI_3005G028200	Sum_LPC_Sum_PA;Sum_LPE_Sum_PA;Sum_LPE_Sum_PE;Sum_MGDG_Sum_PA;Sum_PA_Sum_PE;Sum_PA_Sum_PS;Sum_PC_Sum_PS;Sum_PC_Sum_SQDG;Sum_PC_Sum_TG;Sum_PE_Sum_PS;Sum_PE_Sum_SQDG;Sum_PE_Sum_TG;Sum_PG_Sum_TG	108;73;13;24;16;105;12;19;6;12;36;6;5	SNP_2520666;SNP_2520672;SNP_2524202;SNP_2520783;SNP_2524198;SNP_2519035;SNP_2519861;SNP_2524204;SNP_2523809;SNP_2519861;SNP_2524198;SNP_2523809;SNP_2523809	1.63155e-07;2.978742e-07;5.273369e-07;2.098592e-07;6.216963e-07;3.333298e-10;8.85483e-06;1.670902e-08;1.520526e-07;9.260267e-06;8.783331e-06;2.144384e-07;8.965458e-06	13
9	SORBI_3009G090800	Sum_DG_Sum_PG;Sum_LPC_Sum_PA;Sum_LPE_Sum_PA;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PG;Sum_PA_Sum_TG;Sum_PC_Sum_PS;Sum_PC_Sum_TG;Sum_PE_Sum_PS;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PG_Sum_TG	29;15;15;31;26;56;54;35;61;52;61;48;61	SNP_17785508;SNP_17789486;SNP_17789486;SNP_17785508;SNP_17785508;SNP_17776567;SNP_17776738;SNP_17776553;SNP_17776738;SNP_17779369;SNP_17776738;SNP_17785508;SNP_17776917	5.090645e-06;1.574357e-08;1.516821e-08;3.623322e-08;7.685971e-09;8.392757e-12;4.662344e-95;2.024337e-09;0;3.845439e-10;3.510743e-266;2.629386e-07;1.180619e-82	13
3	SORBI_3003G152300	Sum_DG_Sum_PG;Sum_LPC_Sum_PG;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PE;Sum_PA_Sum_PG;Sum_PA_Sum_TG;Sum_PC_Sum_PG;Sum_PC_Sum_TG;Sum_PE_Sum_PG;Sum_PE_Sum_TG;Sum_PG_Sum_TG	25;50;25;63;18;38;25;48;27;49;33;57	SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16182904;SNP_16181039;SNP_16182945;SNP_16181039;SNP_16182904;SNP_16181039;SNP_16181039	2.045474e-07;1.414815e-28;3.16206e-07;7.356652e-13;7.075395e-06;7.724427e-07;1.583197e-07;3.627014e-20;4.939668e-06;9.057601e-33;3.11868e-06;6.410216e-07	12
4	SORBI_3004G245700	Sum_DG_Sum_PA;Sum_DG_Sum_PG;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_PG;Sum_MG_Sum_PA;Sum_MG_Sum_PG;Sum_MGDG_Sum_PG;Sum_PA_Sum_PE;Sum_PA_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS	12;27;11;34;10;34;6;1;9;6;8;31	SNP_59342711;SNP_59355397;SNP_59342711;SNP_59355609;SNP_59342711;SNP_59356332;SNP_59356332;SNP_59356008;SNP_59356158;SNP_59356158;SNP_59356158;SNP_59356158	2.329431e-06;1.344801e-09;1.282619e-06;1.089011e-08;8.988167e-06;1.356226e-07;7.227352e-09;1.650836e-06;1.328402e-212;2.352636e-54;8.58937e-55;8.053538e-34	12
1	SORBI_3001G078500	Sum_DG_Sum_PE;Sum_DGDG_Sum_PC;Sum_MG_Sum_PC;Sum_MG_Sum_PG;Sum_PA_Sum_PC;Sum_PA_Sum_SQDG;Sum_PA_Sum_TG;Sum_PC_Sum_PE;Sum_PC_Sum_TG;Sum_PE_Sum_TG;Sum_PG_Sum_TG	98;254;274;63;145;15;16;44;14;16;16	SNP_6006648;SNP_6004963;SNP_6004963;SNP_6028583;SNP_6006388;SNP_6006534;SNP_6027635;SNP_6006648;SNP_6027635;SNP_6027635;SNP_6027635	5.714176e-06;6.381146e-06;3.510569e-06;8.692333e-06;8.13644e-07;1.675077e-06;5.041989e-09;1.600823e-06;2.936378e-06;1.955162e-06;4.039395e-07	11
