Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G311000	Sum_DG	277	SNP_59790087	7.688769e-06	1
1	SORBI_3001G311500	Sum_DG	59	SNP_59848705	5.46694e-06	1
1	SORBI_3001G311601	Sum_DG	56	SNP_59848705	5.46694e-06	1
1	SORBI_3001G311700	Sum_DG	76	SNP_59848705	5.46694e-06	1
1	SORBI_3001G311800	Sum_DG	75	SNP_59848705	5.46694e-06	1
2	SORBI_3002G158401	Sum_DG	5	SNP_48895508	8.652052e-06	1
4	SORBI_3004G217000	Sum_DG	24	SNP_56670635	9.754898e-06	1
4	SORBI_3004G217100	Sum_DG	22	SNP_56670635	9.754898e-06	1
4	SORBI_3004G217200	Sum_DG	22	SNP_56670635	9.754898e-06	1
4	SORBI_3004G217300	Sum_DG	23	SNP_56670635	9.754898e-06	1
4	SORBI_3004G217400	Sum_DG	22	SNP_56672588	9.754898e-06	1
4	SORBI_3004G217450	Sum_DG	24	SNP_56672588	9.754898e-06	1
5	SORBI_3005G015450	Sum_DG	44	SNP_1409165	3.610091e-06	1
5	SORBI_3005G015600	Sum_DG	51	SNP_1409165	3.610091e-06	1
5	SORBI_3005G015700	Sum_DG	45	SNP_1409180	3.610091e-06	1
5	SORBI_3005G051500	Sum_DG	19	SNP_5013600	7.613623e-06	1
6	SORBI_3006G214000	Sum_DG	26	SNP_56254279	5.058378e-06	1
6	SORBI_3006G214200	Sum_DG	26	SNP_56256781	5.058378e-06	1
6	SORBI_3006G214300	Sum_DG	69	SNP_56256782	5.058378e-06	1
6	SORBI_3006G214400	Sum_DG	71	SNP_56290997	1.723362e-06	1
6	SORBI_3006G214500	Sum_DG	71	SNP_56290997	1.723362e-06	1
6	SORBI_3006G214600	Sum_DG	30	SNP_56291699	1.723362e-06	1
6	SORBI_3006G214700	Sum_DG	21	SNP_56291699	1.723362e-06	1
6	SORBI_3006G214800	Sum_DG	13	SNP_56291751	1.723362e-06	1
6	SORBI_3006G215400	Sum_DG	69	SNP_56357726	8.494456e-06	1
6	SORBI_3006G215500	Sum_DG	105	SNP_56357726	8.494456e-06	1
6	SORBI_3006G215600	Sum_DG	149	SNP_56357726	8.494456e-06	1
6	SORBI_3006G215650	Sum_DG	130	SNP_56358245	8.494456e-06	1
6	SORBI_3006G215700	Sum_DG	126	SNP_56358962	8.494456e-06	1
6	SORBI_3006G215750	Sum_DG	115	SNP_56359418	8.494456e-06	1
8	SORBI_3008G005300	Sum_DG	6	SNP_490235	9.259934e-06	1
8	SORBI_3008G005400	Sum_DG	6	SNP_490235	9.259934e-06	1
8	SORBI_3008G005600	Sum_DG	6	SNP_490235	9.259934e-06	1
8	SORBI_3008G005700	Sum_DG	6	SNP_490235	9.259934e-06	1
8	SORBI_3008G005800	Sum_DG	6	SNP_490235	9.259934e-06	1
8	SORBI_3008G091100	Sum_DG	89	SNP_37022360	9.504981e-06	1
