Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G311500	SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(18:0_18:3);SQDG(18:1_18:3);SQDG(18:3_18:3)	64;56;68;76;48	SNP_59848705;SNP_59848705;SNP_59847568;SNP_59845337;SNP_59848426	1.151521e-06;3.022256e-06;2.937997e-07;2.843713e-06;6.476912e-06	5
1	SORBI_3001G311601	SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(18:0_18:3);SQDG(18:1_18:3);SQDG(18:3_18:3)	59;62;66;70;57	SNP_59848705;SNP_59848705;SNP_59847874;SNP_59845596;SNP_59848426	1.151521e-06;3.022256e-06;2.937997e-07;2.843713e-06;6.476912e-06	5
1	SORBI_3001G311700	SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(18:0_18:3);SQDG(18:1_18:3);SQDG(18:3_18:3)	80;84;86;98;70	SNP_59848705;SNP_59848705;SNP_59848705;SNP_59862754;SNP_59848432	1.151521e-06;3.022256e-06;2.937997e-07;2.070765e-06;6.476912e-06	5
1	SORBI_3001G311800	SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(18:0_18:3);SQDG(18:1_18:3);SQDG(18:3_18:3)	79;83;83;96;69	SNP_59848705;SNP_59848705;SNP_59848705;SNP_59862754;SNP_59848432	1.151521e-06;3.022256e-06;2.937997e-07;2.070765e-06;6.476912e-06	5
1	SORBI_3001G360800	SQDG(16:0_18:2);SQDG(18:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	239;244;233;229	SNP_65067183;SNP_65067183;SNP_65052741;SNP_65052131	1.117346e-06;1.223456e-07;1.338043e-06;5.632156e-06	4
9	SORBI_3009G062300	SQDG(16:0_18:2);SQDG(16:0_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	13;22;10;10	SNP_6603853;SNP_6603612;SNP_6603612;SNP_6603612	5.471015e-08;4.495797e-10;3.438477e-06;8.931552e-14	4
10	SORBI_3010G165300	SQDG(16:0_16:0);SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(16:0_18:3)	104;104;70;80	SNP_48902166;SNP_48898200;SNP_48902506;SNP_48900695	3.732026e-08;1.463787e-09;2.802773e-07;5.581153e-07	4
10	SORBI_3010G165400	SQDG(16:0_16:0);SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(16:0_18:3)	66;76;55;61	SNP_48903202;SNP_48903466;SNP_48903339;SNP_48901533	3.732026e-08;4.437464e-09;2.802773e-07;5.691122e-07	4
10	SORBI_3010G165500	SQDG(16:0_16:0);SQDG(16:0_18:1);SQDG(16:0_18:2);SQDG(16:0_18:3)	31;42;31;29	SNP_48909009;SNP_48926470;SNP_48910275;SNP_48908974	1.387355e-06;1.764705e-08;5.517737e-06;7.408662e-07	4
1	SORBI_3001G014200	SQDG(16:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	32;28;28	SNP_1301140;SNP_1301266;SNP_1301266	6.40295e-07;1.433466e-06;5.112627e-08	3
1	SORBI_3001G014300	SQDG(16:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	58;60;34	SNP_1304009;SNP_1301266;SNP_1301266	6.40295e-07;1.433466e-06;5.112627e-08	3
1	SORBI_3001G014400	SQDG(16:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	55;55;31	SNP_1304009;SNP_1304009;SNP_1304009	6.40295e-07;1.433466e-06;5.112627e-08	3
1	SORBI_3001G014500	SQDG(16:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	43;44;19	SNP_1304827;SNP_1304827;SNP_1304827	6.40295e-07;1.433466e-06;5.112627e-08	3
1	SORBI_3001G014600	SQDG(16:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	42;44;19	SNP_1304827;SNP_1304827;SNP_1304827	6.40295e-07;1.433466e-06;5.112627e-08	3
1	SORBI_3001G302600	SQDG(16:0_18:1);SQDG(18:0_18:3);SQDG(18:1_18:3)	209;164;116	SNP_58540208;SNP_58547937;SNP_58549308	1.339402e-08;7.75775e-06;3.615443e-06	3
1	SORBI_3001G302666	SQDG(16:0_18:1);SQDG(18:0_18:3);SQDG(18:1_18:3)	203;191;141	SNP_58540215;SNP_58547937;SNP_58549308	1.339402e-08;7.75775e-06;3.615443e-06	3
1	SORBI_3001G360500	SQDG(16:0_14:0);SQDG(16:0_18:2);SQDG(18:2_18:3)	196;196;192	SNP_65019549;SNP_65020772;SNP_65019504	8.051444e-06;9.398192e-06;6.063982e-06	3
1	SORBI_3001G360600	SQDG(16:0_14:0);SQDG(16:0_18:2);SQDG(18:2_18:3)	360;359;356	SNP_65019549;SNP_65020772;SNP_65019504	8.051444e-06;9.398192e-06;6.063982e-06	3
1	SORBI_3001G360700	SQDG(18:1_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	207;202;189	SNP_65035654;SNP_65041285;SNP_65041033	7.815011e-06;1.338043e-06;5.632156e-06	3
1	SORBI_3001G360900	SQDG(16:0_18:2);SQDG(18:1_18:3);SQDG(18:2_18:3)	198;199;188	SNP_65067240;SNP_65067240;SNP_65067302	1.117346e-06;1.223456e-07;9.96808e-06	3
