Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
6	SORBI_3006G093500	Sum_MGDG_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_MG;Sum_DG_Sum_TG;Sum_PA_Sum_TG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_PS;Sum_PS_Sum_TG;Sum_MGDG_Sum_TG;Sum_DGDG_Sum_PS	208;172;30;148;14;6;96;69;24;68;10;14;199	SNP_46352637;SNP_46352489;SNP_46352489;SNP_46345016;SNP_46346497;SNP_46346497;SNP_46345597;SNP_46351709;SNP_46346851;SNP_46351463;SNP_46346497;SNP_46346497;SNP_46352513	2.718757e-10;8.895304e-09;7.162832e-10;2.136184e-10;6.366462e-11;3.730485e-08;6.333202e-08;8.51527e-11;6.973879e-10;5.97153e-11;2.062807e-09;5.819482e-11;1.537297e-08	13
6	SORBI_3006G093550	Sum_MGDG_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_MG;Sum_DG_Sum_TG;Sum_PA_Sum_TG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_PS;Sum_PS_Sum_TG;Sum_MGDG_Sum_TG;Sum_DGDG_Sum_PS	230;206;23;112;15;6;80;68;24;68;12;15;225	SNP_46352937;SNP_46352963;SNP_46352504;SNP_46347444;SNP_46346497;SNP_46346497;SNP_46346691;SNP_46352284;SNP_46346851;SNP_46352249;SNP_46346497;SNP_46346497;SNP_46352937	2.718757e-10;8.895304e-09;7.162832e-10;2.136184e-10;6.366462e-11;3.730485e-08;6.333202e-08;8.51527e-11;6.973879e-10;5.97153e-11;2.062807e-09;5.819482e-11;1.537297e-08	13
8	SORBI_3008G092800	Sum_PE_Sum_SQDG;Sum_PC_Sum_SQDG;Sum_MG_Sum_MGDG;Sum_MGDG_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_LPC_Sum_MGDG;Sum_LPC_Sum_PE;Sum_LPC_Sum_PG;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS;Sum_LPE_Sum_PG	12;23;18;81;23;20;31;88;15;18;33;41;73	SNP_41510283;SNP_41510283;SNP_41505439;SNP_41507560;SNP_41510347;SNP_41510351;SNP_41510347;SNP_41506183;SNP_41509674;SNP_41507513;SNP_41510346;SNP_41510346;SNP_41506183	5.308701e-13;3.901828e-16;7.872859e-13;1.580171e-14;7.086882e-44;4.50145e-49;3.782285e-29;1.267708e-09;9.192855e-09;2.179485e-16;2.445925e-22;6.987737e-21;3.988911e-11	13
3	SORBI_3003G175950	Sum_MGDG_Sum_PS;Sum_MGDG_Sum_PG;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_LPC_Sum_PS;Sum_LPE_Sum_PS;Sum_LPC_Sum_PG;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS;Sum_LPE_Sum_PG	14;83;5;4;9;17;13;15;26;15;11;18	SNP_44537317;SNP_44534955;SNP_44537317;SNP_44537317;SNP_44537317;SNP_44537099;SNP_44537207;SNP_44537207;SNP_44527760;SNP_44537099;SNP_44537317;SNP_44529467	1.655133e-17;2.140948e-08;1.485895e-13;1.222937e-14;2.097732e-15;4.426689e-20;9.850426e-34;3.949033e-33;2.179485e-16;2.402184e-18;2.23706e-11;3.988911e-11	12
6	SORBI_3006G025300	Sum_MGDG_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_MG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPC_Sum_LPE;Sum_LPE_Sum_PS;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS	34;31;31;60;15;7;11;25;110;20;42;44	SNP_4401333;SNP_4401472;SNP_4401472;SNP_4401154;SNP_4403061;SNP_4403693;SNP_4403491;SNP_4402631;SNP_4378847;SNP_4403055;SNP_4391464;SNP_4401154	1.571442e-14;7.199567e-44;4.525312e-49;3.787591e-29;7.189984e-13;3.041376e-15;3.36867e-13;1.196815e-13;3.00019e-08;1.199473e-13;2.376128e-22;6.968047e-21	12
4	SORBI_3004G245700	Sum_MGDG_Sum_PS;Sum_MGDG_Sum_PG;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_PG;Sum_LPC_Sum_PS;Sum_LPE_Sum_PS;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS	75;6;6;8;31;9;27;11;8;53;36	SNP_59356158;SNP_59356332;SNP_59356158;SNP_59356158;SNP_59356158;SNP_59356158;SNP_59355397;SNP_59356158;SNP_59356158;SNP_59356158;SNP_59356158	9.867844e-54;7.227352e-09;2.352636e-54;8.58937e-55;8.053538e-34;1.328402e-212;1.344801e-09;2.124213e-208;5.376847e-228;6.857502e-54;2.600514e-30	11
5	SORBI_3005G064300	Sum_PS_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_MGDG;Sum_DG_Sum_TG;Sum_SQDG_Sum_TG;Sum_PS_Sum_TG;Sum_MGDG_Sum_TG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_DG_Sum_SQDG;Sum_LPC_Sum_TG	63;63;10;41;26;41;42;65;83;64;15	SNP_7105860;SNP_7105860;SNP_7106620;SNP_7106468;SNP_7106673;SNP_7106468;SNP_7106493;SNP_7105860;SNP_7105404;SNP_7105860;SNP_7106698	1.018988e-09;1.428815e-09;2.845206e-09;3.960473e-08;2.993192e-08;5.86153e-08;1.144251e-08;3.596463e-10;2.118588e-09;4.514595e-10;6.92371e-09	11
5	SORBI_3005G064400	Sum_PS_Sum_SQDG;Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_MGDG;Sum_DG_Sum_TG;Sum_SQDG_Sum_TG;Sum_PS_Sum_TG;Sum_MGDG_Sum_TG;Sum_MG_Sum_SQDG;Sum_LPE_Sum_SQDG;Sum_DG_Sum_SQDG;Sum_LPC_Sum_TG	73;72;9;39;17;39;40;74;74;73;14	SNP_7106477;SNP_7106477;SNP_7106620;SNP_7106673;SNP_7106698;SNP_7106673;SNP_7106673;SNP_7106477;SNP_7106477;SNP_7106477;SNP_7106698	1.018988e-09;1.428815e-09;2.845206e-09;3.960473e-08;2.993192e-08;5.86153e-08;1.144251e-08;3.596463e-10;2.118588e-09;4.514595e-10;6.92371e-09	11
8	SORBI_3008G065100	Sum_MGDG_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_MG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPE_Sum_PS;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS	5;2;2;6;3;13;6;2;2;5;5	SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246135;SNP_7246135;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051	4.597971e-12;1.765744e-10;3.155398e-10;1.112315e-08;6.51495e-25;6.042599e-16;1.644509e-16;9.231019e-24;8.65958e-24;3.312692e-12;6.894609e-08	11
8	SORBI_3008G065200	Sum_MGDG_Sum_PS;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PA_Sum_PS;Sum_DG_Sum_MG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPE_Sum_PS;Sum_DG_Sum_PS;Sum_DGDG_Sum_PS	22;3;3;18;12;18;22;10;10;14;17	SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246135;SNP_7246135;SNP_7246051;SNP_7246051;SNP_7246051;SNP_7246051	4.597971e-12;1.765744e-10;3.155398e-10;1.112315e-08;6.51495e-25;6.042599e-16;1.644509e-16;9.231019e-24;8.65958e-24;3.312692e-12;6.894609e-08	11
