Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
6	SORBI_3006G093500	Sum_DG_Sum_MGDG;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_TG	21;31;17;25;199;15;24;24;208;14	SNP_46346419;SNP_46337276;SNP_46347720;SNP_46347566;SNP_46352513;SNP_46346497;SNP_46346851;SNP_46346851;SNP_46352637;SNP_46346497	2.164094e-06;7.8601e-06;4.996448e-06;9.174421e-07;1.537297e-08;4.842206e-11;6.973879e-10;2.916977e-09;2.718757e-10;5.819482e-11	10
5	SORBI_3005G064300	Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG	89;50;10;63;18;17;15;63;42	SNP_7086009;SNP_7107428;SNP_7106620;SNP_7105860;SNP_7106673;SNP_7106579;SNP_7106579;SNP_7105860;SNP_7106493	6.700661e-12;3.160513e-06;2.845206e-09;1.428815e-09;2.753182e-07;7.005778e-06;9.002574e-06;6.478594e-10;1.144251e-08	9
5	SORBI_3005G064400	Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG	70;54;9;72;30;45;43;73;40	SNP_7128647;SNP_7108462;SNP_7106620;SNP_7106477;SNP_7106673;SNP_7106579;SNP_7106579;SNP_7106477;SNP_7106673	4.812378e-11;3.160513e-06;2.845206e-09;1.428815e-09;2.753182e-07;7.005778e-06;9.002574e-06;6.478594e-10;1.144251e-08	9
6	SORBI_3006G093550	Sum_DG_Sum_MGDG;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_TG	19;17;18;225;15;24;27;230;15	SNP_46346851;SNP_46347720;SNP_46347576;SNP_46352937;SNP_46346497;SNP_46346851;SNP_46346851;SNP_46352937;SNP_46346497	2.164094e-06;4.996448e-06;9.174421e-07;1.537297e-08;4.842206e-11;6.973879e-10;2.916977e-09;2.718757e-10;5.819482e-11	9
9	SORBI_3009G090800	Sum_DG_Sum_DGDG;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_PG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_TG	66;35;19;51;23;19;26;43;61	SNP_17784485;SNP_17787457;SNP_17785300;SNP_17769155;SNP_17789225;SNP_17789225;SNP_17785508;SNP_17785508;SNP_17776738	4.901851e-11;6.670032e-06;7.395602e-08;1.488122e-207;4.246976e-07;2.997352e-07;7.685971e-09;3.122801e-06;1.136967e-301	9
2	SORBI_3002G090800	Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_PC;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG	11;3;2;1;8;16;11;6	SNP_9475164;SNP_9474765;SNP_9474765;SNP_9474765;SNP_9479855;SNP_9498189;SNP_9475164;SNP_9474765	4.758697e-10;5.007694e-08;7.998396e-08;3.679671e-08;4.496904e-06;7.826057e-06;3.576214e-10;2.241327e-08	8
3	SORBI_3003G162200	Sum_DG_Sum_DGDG;Sum_DG_Sum_MGDG;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MG_Sum_MGDG;Sum_MGDG_Sum_PG;Sum_MGDG_Sum_SQDG	10;39;24;39;30;55;21;25	SNP_19708753;SNP_19707412;SNP_19707412;SNP_19707750;SNP_19708579;SNP_19707472;SNP_19707442;SNP_19707412	3.975877e-06;9.043131e-09;7.232199e-09;7.076204e-14;1.613584e-13;3.314678e-11;1.885574e-06;4.658847e-09	8
1	SORBI_3001G008400	Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MG_Sum_MGDG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_TG	58;65;51;41;12;68;63	SNP_773240;SNP_785617;SNP_790071;SNP_786536;SNP_790552;SNP_773183;SNP_785617	2.838318e-07;2.249608e-10;5.546331e-12;1.61513e-07;2.472584e-07;3.472515e-08;2.918942e-18	7
1	SORBI_3001G163732	Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG	2;4;28;29;40;3;4	SNP_13516114;SNP_13516114;SNP_13524768;SNP_13524768;SNP_13527266;SNP_13516114;SNP_13516114	1.883103e-07;1.556025e-07;1.831653e-06;4.403072e-06;2.956171e-06;5.468942e-08;1.742411e-07	7
1	SORBI_3001G532400	Sum_DG_Sum_DGDG;Sum_DGDG_Sum_SQDG;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPE_Sum_MGDG;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG	22;14;16;18;18;14;17	SNP_79567096;SNP_79568809;SNP_79569805;SNP_79573201;SNP_79573201;SNP_79568809;SNP_79569805	5.763203e-10;1.19907e-07;7.876942e-08;6.847116e-06;7.461108e-06;7.264689e-08;2.679032e-08	7
