Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G008400	Sum_MG_Sum_MGDG	12	SNP_790552	2.472584e-07	1
1	SORBI_3001G152500	Sum_MG_Sum_MGDG	21	SNP_12263944	1.133466e-06	1
1	SORBI_3001G152600	Sum_MG_Sum_MGDG	21	SNP_12263944	1.133466e-06	1
1	SORBI_3001G152700	Sum_MG_Sum_MGDG	22	SNP_12263944	1.133466e-06	1
1	SORBI_3001G152800	Sum_MG_Sum_MGDG	22	SNP_12263944	1.133466e-06	1
1	SORBI_3001G152901	Sum_MG_Sum_MGDG	15	SNP_12264024	1.133466e-06	1
1	SORBI_3001G167800	Sum_MG_Sum_MGDG	1	SNP_13981697	2.125299e-06	1
1	SORBI_3001G167900	Sum_MG_Sum_MGDG	23	SNP_13981697	2.125299e-06	1
1	SORBI_3001G168000	Sum_MG_Sum_MGDG	23	SNP_13981697	2.125299e-06	1
1	SORBI_3001G168100	Sum_MG_Sum_MGDG	23	SNP_13981697	2.125299e-06	1
1	SORBI_3001G168250	Sum_MG_Sum_MGDG	23	SNP_13981697	2.125299e-06	1
1	SORBI_3001G183200	Sum_MG_Sum_MGDG	4	SNP_15543278	1.831183e-07	1
1	SORBI_3001G283700	Sum_MG_Sum_MGDG	3	SNP_55630746	3.766176e-06	1
1	SORBI_3001G283800	Sum_MG_Sum_MGDG	3	SNP_55630746	3.766176e-06	1
1	SORBI_3001G283900	Sum_MG_Sum_MGDG	5	SNP_55630746	3.766176e-06	1
2	SORBI_3002G042900	Sum_MG_Sum_MGDG	25	SNP_4090968	2.354564e-06	1
2	SORBI_3002G043000	Sum_MG_Sum_MGDG	32	SNP_4090968	2.354564e-06	1
2	SORBI_3002G043100	Sum_MG_Sum_MGDG	43	SNP_4091002	2.354564e-06	1
2	SORBI_3002G043201	Sum_MG_Sum_MGDG	34	SNP_4104966	2.354564e-06	1
2	SORBI_3002G043300	Sum_MG_Sum_MGDG	29	SNP_4106022	2.354564e-06	1
2	SORBI_3002G121450	Sum_MG_Sum_MGDG	20	SNP_15987385	1.507516e-06	1
2	SORBI_3002G142900	Sum_MG_Sum_MGDG	19	SNP_23728085	7.437506e-06	1
2	SORBI_3002G142950	Sum_MG_Sum_MGDG	17	SNP_23728085	7.437506e-06	1
2	SORBI_3002G234400	Sum_MG_Sum_MGDG	33	SNP_62543161	2.094846e-08	1
2	SORBI_3002G277800	Sum_MG_Sum_MGDG	9	SNP_66020553	1.304438e-06	1
2	SORBI_3002G277900	Sum_MG_Sum_MGDG	13	SNP_66020553	1.304438e-06	1
2	SORBI_3002G278000	Sum_MG_Sum_MGDG	14	SNP_66020553	1.304438e-06	1
2	SORBI_3002G278100	Sum_MG_Sum_MGDG	22	SNP_66020553	1.304438e-06	1
3	SORBI_3003G162200	Sum_MG_Sum_MGDG	55	SNP_19707472	3.314678e-11	1
3	SORBI_3003G180300	Sum_MG_Sum_MGDG	23	SNP_47192980	4.230803e-08	1
3	SORBI_3003G195700	Sum_MG_Sum_MGDG	10	SNP_51989457	2.877617e-27	1
3	SORBI_3003G195800	Sum_MG_Sum_MGDG	9	SNP_51989457	2.877617e-27	1
3	SORBI_3003G195900	Sum_MG_Sum_MGDG	85	SNP_51989457	2.877617e-27	1
3	SORBI_3003G208400	Sum_MG_Sum_MGDG	25	SNP_53975040	3.511269e-06	1
3	SORBI_3003G208500	Sum_MG_Sum_MGDG	36	SNP_53975040	3.511269e-06	1
3	SORBI_3003G208600	Sum_MG_Sum_MGDG	35	SNP_53975040	3.511269e-06	1
4	SORBI_3004G078700	Sum_MG_Sum_MGDG	6	SNP_6495585	2.562603e-06	1
4	SORBI_3004G078750	Sum_MG_Sum_MGDG	128	SNP_6495585	2.562603e-06	1
4	SORBI_3004G078800	Sum_MG_Sum_MGDG	130	SNP_6495585	2.562603e-06	1
4	SORBI_3004G078900	Sum_MG_Sum_MGDG	129	SNP_6495585	2.562603e-06	1
4	SORBI_3004G099800	Sum_MG_Sum_MGDG	13	SNP_8939381	9.43977e-06	1
4	SORBI_3004G099900	Sum_MG_Sum_MGDG	15	SNP_8939381	9.43977e-06	1
5	SORBI_3005G019650	Sum_MG_Sum_MGDG	27	SNP_1816595	9.473124e-06	1
5	SORBI_3005G019700	Sum_MG_Sum_MGDG	27	SNP_1816595	9.473124e-06	1
5	SORBI_3005G019750	Sum_MG_Sum_MGDG	26	SNP_1816595	9.473124e-06	1
5	SORBI_3005G019800	Sum_MG_Sum_MGDG	18	SNP_1816595	9.473124e-06	1
5	SORBI_3005G069166	Sum_MG_Sum_MGDG	70	SNP_8024945	1.443255e-06	1
5	SORBI_3005G075301	Sum_MG_Sum_MGDG	21	SNP_9233916	2.347983e-06	1
5	SORBI_3005G075400	Sum_MG_Sum_MGDG	30	SNP_9233916	2.347983e-06	1
5	SORBI_3005G075600	Sum_MG_Sum_MGDG	38	SNP_9329069	2.405673e-06	1
5	SORBI_3005G075700	Sum_MG_Sum_MGDG	37	SNP_9329069	2.405673e-06	1
5	SORBI_3005G075800	Sum_MG_Sum_MGDG	37	SNP_9329069	2.405673e-06	1
5	SORBI_3005G077933	Sum_MG_Sum_MGDG	97	SNP_9783438	3.219476e-06	1
5	SORBI_3005G078132	Sum_MG_Sum_MGDG	16	SNP_9952102	7.288073e-06	1
5	SORBI_3005G114201	Sum_MG_Sum_MGDG	31	SNP_42735044	4.04226e-06	1
5	SORBI_3005G115200	Sum_MG_Sum_MGDG	7	SNP_46717991	3.023821e-09	1
5	SORBI_3005G116500	Sum_MG_Sum_MGDG	7	SNP_51210801	5.54207e-06	1
5	SORBI_3005G131800	Sum_MG_Sum_MGDG	18	SNP_57272174	9.440022e-07	1
5	SORBI_3005G171900	Sum_MG_Sum_MGDG	20	SNP_65158079	8.257745e-07	1
5	SORBI_3005G172000	Sum_MG_Sum_MGDG	10	SNP_65164189	8.257745e-07	1
5	SORBI_3005G172100	Sum_MG_Sum_MGDG	9	SNP_65164189	8.257745e-07	1
6	SORBI_3006G001400	Sum_MG_Sum_MGDG	8	SNP_268391	6.058923e-07	1
6	SORBI_3006G010900	Sum_MG_Sum_MGDG	127	SNP_1586011	7.38709e-06	1
6	SORBI_3006G011000	Sum_MG_Sum_MGDG	122	SNP_1586011	7.38709e-06	1
6	SORBI_3006G011100	Sum_MG_Sum_MGDG	117	SNP_1586011	7.38709e-06	1
6	SORBI_3006G040500	Sum_MG_Sum_MGDG	17	SNP_25535289	1.626106e-11	1
6	SORBI_3006G047100	Sum_MG_Sum_MGDG	7	SNP_32538297	2.01211e-06	1
6	SORBI_3006G145200	Sum_MG_Sum_MGDG	2	SNP_50693500	9.065791e-08	1
6	SORBI_3006G145300	Sum_MG_Sum_MGDG	2	SNP_50693500	9.065791e-08	1
6	SORBI_3006G145400	Sum_MG_Sum_MGDG	2	SNP_50693500	9.065791e-08	1
7	SORBI_3007G103666	Sum_MG_Sum_MGDG	12	SNP_32206817	6.512208e-08	1
7	SORBI_3007G110600	Sum_MG_Sum_MGDG	4	SNP_40068391	2.763267e-08	1
7	SORBI_3007G112400	Sum_MG_Sum_MGDG	45	SNP_43216343	6.578233e-08	1
8	SORBI_3008G042000	Sum_MG_Sum_MGDG	8	SNP_4109508	1.134742e-06	1
8	SORBI_3008G042100	Sum_MG_Sum_MGDG	16	SNP_4109508	1.134742e-06	1
8	SORBI_3008G079600	Sum_MG_Sum_MGDG	4	SNP_12898012	7.97122e-06	1
8	SORBI_3008G088875	Sum_MG_Sum_MGDG	3	SNP_24544825	4.1415e-06	1
8	SORBI_3008G092800	Sum_MG_Sum_MGDG	18	SNP_41505439	7.872859e-13	1
9	SORBI_3009G091101	Sum_MG_Sum_MGDG	7	SNP_18741090	1.435456e-06	1
10	SORBI_3010G010000	Sum_MG_Sum_MGDG	19	SNP_823459	1.388092e-06	1
10	SORBI_3010G010100	Sum_MG_Sum_MGDG	18	SNP_823459	1.388092e-06	1
10	SORBI_3010G017700	Sum_MG_Sum_MGDG	6	SNP_1457908	4.475571e-09	1
10	SORBI_3010G017800	Sum_MG_Sum_MGDG	20	SNP_1457908	4.475571e-09	1
10	SORBI_3010G023500	Sum_MG_Sum_MGDG	73	SNP_1911357	7.137643e-07	1
10	SORBI_3010G023600	Sum_MG_Sum_MGDG	155	SNP_1913565	7.137643e-07	1
10	SORBI_3010G113150	Sum_MG_Sum_MGDG	8	SNP_11786218	2.248783e-06	1
10	SORBI_3010G113400	Sum_MG_Sum_MGDG	3	SNP_11893974	2.059682e-06	1
10	SORBI_3010G126000	Sum_MG_Sum_MGDG	49	SNP_15671860	9.979143e-06	1
10	SORBI_3010G131950	Sum_MG_Sum_MGDG	41	SNP_18158857	7.752566e-06	1
10	SORBI_3010G148932	Sum_MG_Sum_MGDG	20	SNP_42950314	5.747733e-06	1
10	SORBI_3010G161525	Sum_MG_Sum_MGDG	24	SNP_47781504	1.244086e-06	1
