Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G037500	Hydroperoxy fatty acid (18:3)	56	SNP_2783439	2.090966e-06	1
1	SORBI_3001G037600	Hydroperoxy fatty acid (18:3)	48	SNP_2794432	2.090966e-06	1
1	SORBI_3001G037700	Hydroperoxy fatty acid (18:3)	157	SNP_2802393	2.090966e-06	1
1	SORBI_3001G037800	Hydroperoxy fatty acid (18:3)	151	SNP_2804151	2.090966e-06	1
1	SORBI_3001G037900	Hydroperoxy fatty acid (18:3)	137	SNP_2807931	2.090966e-06	1
1	SORBI_3001G038000	Hydroperoxy fatty acid (18:3)	136	SNP_2810855	2.090966e-06	1
1	SORBI_3001G038050	Hydroperoxy fatty acid (18:3)	127	SNP_2818002	6.6265e-06	1
1	SORBI_3001G038100	Hydroperoxy fatty acid (18:3)	137	SNP_2818002	6.6265e-06	1
1	SORBI_3001G038200	Hydroperoxy fatty acid (18:3)	74	SNP_2826749	6.6265e-06	1
1	SORBI_3001G096400	Hydroperoxy fatty acid (18:3)	7	SNP_7400264	6.451539e-06	1
1	SORBI_3001G096450	Hydroperoxy fatty acid (18:3)	4	SNP_7404956	6.451539e-06	1
1	SORBI_3001G096500	Hydroperoxy fatty acid (18:3)	3	SNP_7418848	6.451539e-06	1
1	SORBI_3001G116200	Hydroperoxy fatty acid (18:3)	6	SNP_9070990	1.817648e-06	1
1	SORBI_3001G116300	Hydroperoxy fatty acid (18:3)	6	SNP_9070990	1.817648e-06	1
1	SORBI_3001G116400	Hydroperoxy fatty acid (18:3)	12	SNP_9070990	1.817648e-06	1
1	SORBI_3001G116500	Hydroperoxy fatty acid (18:3)	16	SNP_9070990	1.817648e-06	1
1	SORBI_3001G127800	Hydroperoxy fatty acid (18:3)	28	SNP_10055257	2.695298e-06	1
1	SORBI_3001G128000	Hydroperoxy fatty acid (18:3)	23	SNP_10072813	6.043547e-07	1
1	SORBI_3001G128100	Hydroperoxy fatty acid (18:3)	24	SNP_10072813	6.043547e-07	1
1	SORBI_3001G128200	Hydroperoxy fatty acid (18:3)	22	SNP_10080865	6.043547e-07	1
1	SORBI_3001G128300	Hydroperoxy fatty acid (18:3)	278	SNP_10084499	6.043547e-07	1
1	SORBI_3001G128400	Hydroperoxy fatty acid (18:3)	297	SNP_10096160	6.043547e-07	1
1	SORBI_3001G128500	Hydroperoxy fatty acid (18:3)	334	SNP_10100655	2.637684e-07	1
1	SORBI_3001G128600	Hydroperoxy fatty acid (18:3)	329	SNP_10110214	2.637684e-07	1
1	SORBI_3001G128800	Hydroperoxy fatty acid (18:3)	340	SNP_10111233	2.637684e-07	1
1	SORBI_3001G128900	Hydroperoxy fatty acid (18:3)	69	SNP_10127736	2.637684e-07	1
1	SORBI_3001G141200	Hydroperoxy fatty acid (18:3)	3	SNP_11338919	1.737973e-07	1
1	SORBI_3001G141300	Hydroperoxy fatty acid (18:3)	3	SNP_11338919	1.737973e-07	1
1	SORBI_3001G141333	Hydroperoxy fatty acid (18:3)	3	SNP_11338919	1.737973e-07	1
