Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
1	SORBI_3001G311700	AEG(o-16:2_18:2);DG(16:0_18:1);DG(18:0_18:2_0:0);DGDG(18:0_18:2);DGDG(18:0_18:3);DGDG(18:2_18:4);GalCer(d18:2_20:1);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_16:0);PC(16:0_20:3);PC(16:0_22:6);PC(16:1_16:1);PC(18:0_18:3);PC(18:1_18:1);PC(18:1_20:1);PC(18:2_20:0);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:1_18:1);PE(18:2_18:2);PG(16:0_18:0);SQDG(18:0_18:3)	89;86;85;79;80;82;86;86;164;93;97;92;121;112;86;114;113;92;132;83;80;75;132;121;82;86;86	SNP_59842533;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59842533;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59843070;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59843281;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59842533;SNP_59843709;SNP_59842533;SNP_59843709;SNP_59842533;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59843709;SNP_59842533	8.108799e-08;1.579546e-07;5.330221e-09;1.743988e-07;2.471124e-07;8.843248e-07;1.328609e-07;8.316551e-08;1.09987e-09;2.856704e-07;3.057297e-07;1.361663e-07;2.717143e-07;2.642357e-07;2.681912e-07;2.593237e-07;2.727157e-07;1.892957e-07;3.08846e-07;5.449951e-08;4.924598e-08;6.720513e-07;5.251615e-10;3.755925e-08;2.294891e-07;5.96951e-07;2.937997e-07	27
1	SORBI_3001G311800	AEG(o-16:2_18:2);DG(16:0_18:1);DG(18:0_18:2_0:0);DGDG(18:0_18:2);DGDG(18:0_18:3);DGDG(18:2_18:4);GalCer(d18:2_20:1);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_16:0);PC(16:0_20:3);PC(16:0_22:6);PC(16:1_16:1);PC(18:0_18:3);PC(18:1_18:1);PC(18:1_20:1);PC(18:2_20:0);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:1_18:1);PE(18:2_18:2);PG(16:0_18:0);SQDG(18:0_18:3)	87;85;83;78;78;81;87;85;155;92;97;91;119;111;85;112;111;91;130;82;78;74;131;119;81;85;83	SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844949;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733;SNP_59844733	8.108799e-08;1.579546e-07;5.330221e-09;1.743988e-07;2.471124e-07;8.843248e-07;1.328609e-07;8.316551e-08;1.09987e-09;2.856704e-07;3.057297e-07;1.361663e-07;2.717143e-07;2.642357e-07;2.681912e-07;2.593237e-07;2.727157e-07;1.892957e-07;3.08846e-07;5.449951e-08;4.924598e-08;6.720513e-07;5.251615e-10;3.755925e-08;2.294891e-07;5.96951e-07;2.937997e-07	27
1	SORBI_3001G311833	AEG(o-16:2_18:2);DG(16:0_18:1);DG(18:0_18:2_0:0);DGDG(18:0_18:2);DGDG(18:0_18:3);DGDG(18:2_18:4);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_16:0);PC(16:0_20:3);PC(16:0_22:6);PC(18:0_18:3);PC(18:1_18:1);PC(18:1_20:1);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:1_18:1);PE(18:2_18:2)	75;73;74;70;79;66;76;143;81;87;85;105;79;105;84;126;71;66;64;121;104;71	SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457	8.108799e-08;3.263986e-07;5.330221e-09;1.743988e-07;2.471124e-07;8.843248e-07;8.316551e-08;2.116827e-08;2.856704e-07;3.057297e-07;1.361663e-07;2.642357e-07;2.681912e-07;2.593237e-07;1.892957e-07;3.08846e-07;2.049876e-07;3.797809e-07;6.720513e-07;5.251615e-10;3.755925e-08;2.294891e-07	22
1	SORBI_3001G311866	AEG(o-16:2_18:2);DG(16:0_18:1);DG(18:0_18:2_0:0);DGDG(18:0_18:2);DGDG(18:0_18:3);DGDG(18:2_18:4);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_16:0);PC(16:0_20:3);PC(16:0_22:6);PC(18:0_18:3);PC(18:1_18:1);PC(18:1_20:1);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:1_18:1);PE(18:2_18:2)	92;88;101;79;112;80;92;147;93;100;96;109;92;109;95;132;85;80;78;128;112;85	SNP_59853923;SNP_59854364;SNP_59854364;SNP_59853923;SNP_59854364;SNP_59854364;SNP_59853923;SNP_59853878;SNP_59853923;SNP_59853923;SNP_59854364;SNP_59853878;SNP_59853923;SNP_59853878;SNP_59854364;SNP_59853878;SNP_59854364;SNP_59854364;SNP_59854364;SNP_59853878;SNP_59853878;SNP_59854364	8.108799e-08;3.263986e-07;5.330221e-09;1.743988e-07;2.471124e-07;8.843248e-07;8.316551e-08;2.116827e-08;2.856704e-07;3.057297e-07;1.361663e-07;2.642357e-07;2.681912e-07;2.593237e-07;1.892957e-07;3.08846e-07;2.049876e-07;3.797809e-07;6.720513e-07;5.251615e-10;3.755925e-08;2.294891e-07	22
10	SORBI_3010G064100	PC(18:2_20:4);TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_14:1_18:1);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_18:2);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:0_18:2_18:3);TG(18:1_18:1_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	9;3;15;3;14;9;6;14;10;51;29;3;18;22;5;12;4;16;18;22;6;1	SNP_5069035;SNP_5083051;SNP_5067529;SNP_5083051;SNP_5062845;SNP_5073493;SNP_5069035;SNP_5062845;SNP_5073493;SNP_5059756;SNP_5062212;SNP_5083051;SNP_5067711;SNP_5063018;SNP_5073493;SNP_5069866;SNP_5077738;SNP_5067529;SNP_5063018;SNP_5063018;SNP_5075244;SNP_5077738	4.357912e-07;4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;4.055051e-07;7.948868e-13;9.058486e-08;3.248599e-07;1.656292e-09;1.668824e-08;2.109496e-07;2.323121e-10;8.897315e-09;3.397631e-16;7.714747e-07;1.621398e-07;3.021232e-10;1.103195e-08	22
10	SORBI_3010G064200	PC(18:2_20:4);TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_14:1_18:1);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_18:2);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:0_18:2_18:3);TG(18:1_18:1_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	10;4;16;4;29;23;8;29;26;32;40;3;36;48;7;44;5;34;51;49;6;2	SNP_5069035;SNP_5083051;SNP_5067529;SNP_5083051;SNP_5069890;SNP_5073493;SNP_5069035;SNP_5069890;SNP_5073493;SNP_5064760;SNP_5064460;SNP_5083051;SNP_5067711;SNP_5067529;SNP_5073493;SNP_5069866;SNP_5077738;SNP_5067529;SNP_5068373;SNP_5067529;SNP_5075244;SNP_5077738	4.357912e-07;4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;4.055051e-07;7.948868e-13;9.058486e-08;3.248599e-07;1.656292e-09;1.668824e-08;2.109496e-07;2.323121e-10;8.897315e-09;3.397631e-16;7.714747e-07;1.621398e-07;3.021232e-10;1.103195e-08	22
10	SORBI_3010G064300	PC(18:2_20:4);TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_14:1_18:1);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_18:2);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:0_18:2_18:3);TG(18:1_18:1_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	10;4;10;4;14;11;7;14;12;12;14;3;19;19;5;16;4;14;21;20;6;1	SNP_5069035;SNP_5083051;SNP_5069035;SNP_5083051;SNP_5069890;SNP_5073493;SNP_5069035;SNP_5069890;SNP_5073493;SNP_5069890;SNP_5069890;SNP_5083051;SNP_5069866;SNP_5069890;SNP_5073493;SNP_5069866;SNP_5077738;SNP_5069035;SNP_5069866;SNP_5069866;SNP_5075244;SNP_5077738	4.357912e-07;4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;4.055051e-07;7.948868e-13;9.058486e-08;3.248599e-07;1.656292e-09;1.668824e-08;2.109496e-07;2.323121e-10;8.897315e-09;3.397631e-16;7.714747e-07;1.621398e-07;3.021232e-10;1.103195e-08	22
1	SORBI_3001G311900	AEG(o-16:2_18:2);DG(16:0_18:1);DG(18:0_18:2_0:0);DGDG(18:0_18:2);DGDG(18:0_18:3);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_16:0);PC(16:0_20:3);PC(16:0_22:6);PC(18:0_18:3);PC(18:1_18:1);PC(18:1_20:1);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:1_18:1);PE(18:2_18:2)	149;138;130;96;167;158;211;157;169;173;156;163;154;160;197;140;135;109;175;157;141	SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859;SNP_59863859	8.108799e-08;3.263986e-07;5.330221e-09;1.743988e-07;2.471124e-07;1.302629e-09;2.116827e-08;2.329328e-08;3.057297e-07;1.389286e-08;2.642357e-07;2.681912e-07;2.593237e-07;9.327851e-09;1.336602e-07;2.049876e-07;3.797809e-07;6.720513e-07;5.251615e-10;3.755925e-08;2.294891e-07	21
1	SORBI_3001G311601	AEG(o-16:2_18:2);DG(16:0_18:1);DGDG(18:0_18:2);DGDG(18:2_18:4);GalCer(d18:2_20:1);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_22:6);PC(16:1_16:1);PC(18:2_20:0);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:2_18:2);PG(16:0_18:0);SQDG(18:0_18:3)	66;66;57;60;67;43;88;64;70;65;62;75;57;60;55;79;55;65;66	SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831516;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831516;SNP_59831516;SNP_59831271;SNP_59831144;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831271;SNP_59831144	1.357615e-07;1.579546e-07;2.844884e-07;8.843248e-07;1.328609e-07;5.759035e-07;1.09987e-09;1.361663e-07;2.717143e-07;2.727157e-07;2.288084e-07;3.541758e-07;5.449951e-08;4.924598e-08;6.851874e-07;1.405005e-07;4.002758e-07;5.96951e-07;2.937997e-07	19
1	SORBI_3001G311500	AEG(o-16:2_18:2);DG(16:0_18:1);DGDG(18:0_18:2);GalCer(d18:2_20:1);PC(14:0_18:0);PC(14:0_18:2);PC(16:0_22:6);PC(16:1_16:1);PC(18:2_20:0);PC(18:3_0:0);PE(16:0_18:1);PE(16:0_18:2);PE(16:0_18:3);PE(16:0_20:5);PE(18:0_18:3);PE(18:2_18:2);PG(16:0_18:0);SQDG(18:0_18:3)	67;69;54;75;35;81;60;53;64;59;81;61;64;58;65;58;59;68	SNP_59821340;SNP_59820675;SNP_59821340;SNP_59820675;SNP_59826522;SNP_59821340;SNP_59821340;SNP_59831271;SNP_59821340;SNP_59821340;SNP_59821340;SNP_59821340;SNP_59821081;SNP_59821340;SNP_59821081;SNP_59821340;SNP_59821340;SNP_59821192	1.357615e-07;1.579546e-07;2.844884e-07;1.328609e-07;5.759035e-07;1.09987e-09;3.252993e-07;2.717143e-07;2.727157e-07;8.09822e-07;3.541758e-07;5.449951e-08;4.924598e-08;6.851874e-07;1.405005e-07;4.002758e-07;5.96951e-07;2.937997e-07	18
