Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
8	SORBI_3008G092800	Sum_DG_Sum_PS;Sum_DG_Sum_SM;Sum_DG_Sum_TG;Sum_DGDG_Sum_PE;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_LPC_Sum_MGDG;Sum_LPC_Sum_PE;Sum_LPC_Sum_PG;Sum_LPC_Sum_SM;Sum_LPE_Sum_PA;Sum_LPE_Sum_PG;Sum_LPE_Sum_TG;Sum_MG_Sum_MGDG;Sum_MG_Sum_PG;Sum_MG_Sum_PS;Sum_MG_Sum_SM;Sum_MG_Sum_TG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_SM;Sum_MGDG_Sum_TG;Sum_PA_Sum_PE;Sum_PA_Sum_PG;Sum_PA_Sum_SM;Sum_PA_Sum_SQDG;Sum_PC_Sum_PG;Sum_PC_Sum_PS;Sum_PC_Sum_SM;Sum_PC_Sum_SQDG;Sum_PC_Sum_TG;Sum_PE_Sum_PG;Sum_PE_Sum_PS;Sum_PE_Sum_SM;Sum_PE_Sum_SQDG;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PG_Sum_TG;Sum_PS_Sum_SM	33;49;89;19;38;41;94;88;15;18;18;18;73;48;18;41;38;13;89;81;61;99;22;117;17;48;23;16;23;13;23;9;16;20;16;29;12;6;31;97;64	SNP_41481085;SNP_41479391;SNP_41479062;SNP_41481085;SNP_41484435;SNP_41481085;SNP_41479062;SNP_41479013;SNP_41478946;SNP_41481321;SNP_41479391;SNP_41485616;SNP_41481389;SNP_41486683;SNP_41479013;SNP_41484102;SNP_41481085;SNP_41479064;SNP_41479062;SNP_41481220;SNP_41479391;SNP_41479062;SNP_41481331;SNP_41479206;SNP_41479391;SNP_41486353;SNP_41479083;SNP_41479142;SNP_41478946;SNP_41479391;SNP_41485665;SNP_41485694;SNP_41479142;SNP_41478946;SNP_41479391;SNP_41479064;SNP_41485683;SNP_41479142;SNP_41481914;SNP_41481085;SNP_41479083	2.445925e-22;2.688191e-10;6.725726e-14;6.480319e-23;1.682537e-20;6.987737e-21;1.457942e-14;1.267708e-09;9.192855e-09;2.179485e-16;2.434685e-23;1.06316e-50;3.988911e-11;1.236239e-13;7.872859e-13;8.781705e-18;3.448434e-24;9.573068e-15;9.109232e-14;1.580171e-14;8.781923e-16;2.782028e-10;8.507034e-10;3.000463e-08;2.034908e-21;1.197889e-18;4.053301e-09;8.262007e-19;7.086882e-44;1.389139e-10;3.901828e-16;1.348323e-11;5.677858e-09;4.50145e-49;2.206794e-27;7.363624e-08;5.308701e-13;3.208354e-19;3.782285e-29;1.051375e-08;4.184961e-33	39
9	SORBI_3009G090800	Sum_DG_Sum_DGDG;Sum_DG_Sum_MGDG;Sum_DG_Sum_SM;Sum_DG_Sum_TG;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_SM;Sum_DGDG_Sum_TG;Sum_LPC_Sum_PA;Sum_LPC_Sum_SM;Sum_LPC_Sum_TG;Sum_LPE_Sum_PA;Sum_LPE_Sum_SM;Sum_LPE_Sum_TG;Sum_MG_Sum_PG;Sum_MG_Sum_SM;Sum_MG_Sum_TG;Sum_MGDG_Sum_PG;Sum_MGDG_Sum_SM;Sum_MGDG_Sum_TG;Sum_PA_Sum_PG;Sum_PA_Sum_SM;Sum_PA_Sum_TG;Sum_PC_Sum_PS;Sum_PC_Sum_SM;Sum_PC_Sum_TG;Sum_PE_Sum_PS;Sum_PE_Sum_SM;Sum_PE_Sum_TG;Sum_PG_Sum_TG;Sum_PS_Sum_SM;Sum_PS_Sum_TG;Sum_SQDG_Sum_TG	66;76;41;62;19;122;19;51;15;72;37;15;59;63;31;50;60;26;47;61;56;33;20;54;35;24;61;52;39;61;61;40;63;21	SNP_17747780;SNP_17747797;SNP_17763635;SNP_17747334;SNP_17751683;SNP_17747780;SNP_17775668;SNP_17747334;SNP_17777241;SNP_17749270;SNP_17747334;SNP_17777241;SNP_17750232;SNP_17747334;SNP_17763461;SNP_17749338;SNP_17747334;SNP_17763461;SNP_17748504;SNP_17747334;SNP_17746771;SNP_17749338;SNP_17748554;SNP_17747334;SNP_17748480;SNP_17748504;SNP_17747334;SNP_17747780;SNP_17748556;SNP_17747334;SNP_17747334;SNP_17749270;SNP_17747334;SNP_17750367	4.901851e-11;6.615963e-09;6.134768e-15;1.482197e-301;7.395602e-08;8.484089e-08;5.004407e-08;1.488122e-207;1.574357e-08;1.992211e-53;2.204963e-109;1.516821e-08;1.872441e-10;1.201618e-293;3.623322e-08;8.006871e-22;2.100961e-290;7.685971e-09;2.11169e-23;1.136967e-301;8.392757e-12;3.897031e-33;3.993681e-09;4.662344e-95;2.024337e-09;1.33926e-15;0;3.845439e-10;3.686548e-44;3.510743e-266;1.180619e-82;5.810669e-81;5.783988e-192;7.254651e-80	33
5	SORBI_3005G131800	Sum_DG_Sum_FA;Sum_DG_Sum_GalCer;Sum_DG_Sum_LPC;Sum_DG_Sum_PC;Sum_DG_Sum_SM;Sum_DG_Sum_SQDG;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_PC;Sum_DGDG_Sum_SM;Sum_LPE_Sum_PA;Sum_LPE_Sum_SM;Sum_LPE_Sum_SQDG;Sum_MG_Sum_SQDG;Sum_MGDG_Sum_PC;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG;Sum_PA_Sum_SM;Sum_PA_Sum_SQDG;Sum_PA_Sum_TG;Sum_PC_Sum_SM;Sum_PE_Sum_SM;Sum_PE_Sum_SQDG;Sum_PG_Sum_SM;Sum_PG_Sum_SQDG;Sum_PG_Sum_TG;Sum_PS_Sum_SQDG	18;41;12;22;65;17;18;43;18;68;42;29;23;23;24;25;13;27;13;24;21;16;33;45;16;31;50;27;18;30	SNP_57258644;SNP_57258626;SNP_57248529;SNP_57268886;SNP_57265011;SNP_57255143;SNP_57258644;SNP_57258626;SNP_57258817;SNP_57258680;SNP_57268886;SNP_57272432;SNP_57270134;SNP_57265011;SNP_57255143;SNP_57255143;SNP_57268886;SNP_57255143;SNP_57247019;SNP_57258817;SNP_57255143;SNP_57247019;SNP_57258535;SNP_57247019;SNP_57255143;SNP_57272432;SNP_57247019;SNP_57255143;SNP_57247019;SNP_57255143	3.818184e-08;2.044151e-35;2.142783e-10;5.641455e-08;9.554266e-09;8.027978e-11;2.739486e-08;1.019941e-35;2.501571e-12;7.266931e-12;3.299351e-08;2.486e-18;6.744798e-10;9.239299e-09;1.030371e-08;2.090814e-12;1.672195e-09;4.137443e-09;6.252718e-08;1.264663e-27;3.751444e-18;7.98402e-08;1.252641e-23;1.386395e-09;3.096929e-14;3.355534e-22;3.819181e-09;5.241096e-09;1.196732e-08;7.870903e-10	29
8	SORBI_3008G088836	Sum_DG_Sum_FA;Sum_DG_Sum_GalCer;Sum_DG_Sum_MG;Sum_DG_Sum_PS;Sum_DG_Sum_SQDG;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_LPE;Sum_LPC_Sum_MG;Sum_LPC_Sum_PS;Sum_LPC_Sum_SQDG;Sum_LPE_Sum_MG;Sum_LPE_Sum_PS;Sum_LPE_Sum_SQDG;Sum_MG_Sum_PS;Sum_MG_Sum_SQDG;Sum_MGDG_Sum_SQDG;Sum_PA_Sum_PS;Sum_PA_Sum_SM;Sum_PA_Sum_SQDG;Sum_PC_Sum_PS;Sum_PE_Sum_PS;Sum_PG_Sum_PS;Sum_PG_Sum_SM;Sum_PG_Sum_SQDG;Sum_PS_Sum_SQDG	21;9;13;9;9;39;19;10;12;9;4;39;19;8;5;12;9;8;12;8;38;36;4;106;18;5;5;10;4;7;16	SNP_21314536;SNP_21314750;SNP_21313873;SNP_21314623;SNP_21314750;SNP_21313896;SNP_21315890;SNP_21314750;SNP_21313873;SNP_21314623;SNP_21314750;SNP_21313896;SNP_21313928;SNP_21314623;SNP_21314750;SNP_21314792;SNP_21314623;SNP_21314750;SNP_21314792;SNP_21314750;SNP_21313896;SNP_21313896;SNP_21314750;SNP_21313848;SNP_21313896;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314750;SNP_21314792;SNP_21314792	7.280474e-43;9.892292e-13;7.651472e-14;9.837108e-12;1.854715e-08;5.575986e-13;1.940111e-28;1.338537e-12;1.070999e-13;9.610339e-13;1.579526e-10;3.034565e-12;6.354167e-09;8.526753e-11;1.558171e-10;2.498343e-11;6.690242e-12;1.027507e-11;8.982966e-12;7.764987e-12;4.709903e-13;1.55036e-12;1.630479e-10;1.764216e-18;4.657777e-13;8.955235e-11;7.587957e-11;1.730342e-12;1.068711e-11;3.068393e-09;1.389706e-12	29
5	SORBI_3005G089900	Sum_DG_Sum_LPE;Sum_DG_Sum_PS;Sum_DG_Sum_SM;Sum_DG_Sum_TG;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_TG;Sum_LPC_Sum_PS;Sum_LPC_Sum_SM;Sum_LPE_Sum_PS;Sum_LPE_Sum_TG;Sum_MG_Sum_PS;Sum_MG_Sum_SM;Sum_MG_Sum_TG;Sum_MGDG_Sum_PS;Sum_MGDG_Sum_SM;Sum_MGDG_Sum_TG;Sum_PA_Sum_PS;Sum_PA_Sum_SM;Sum_PC_Sum_PE;Sum_PC_Sum_PS;Sum_PC_Sum_SM;Sum_PC_Sum_TG;Sum_PE_Sum_PS;Sum_PE_Sum_SM;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PS_Sum_SM	51;61;39;23;61;67;17;30;16;31;22;78;27;22;89;43;50;33;25;83;25;40;32;34;35;50;42;72;31	SNP_12960346;SNP_12958942;SNP_12961252;SNP_12961392;SNP_12960078;SNP_12959080;SNP_12961392;SNP_12963088;SNP_12961252;SNP_12963088;SNP_12961392;SNP_12959080;SNP_12961252;SNP_12961392;SNP_12958942;SNP_12961252;SNP_12965751;SNP_12963088;SNP_12961252;SNP_12958679;SNP_12962450;SNP_12958942;SNP_12961459;SNP_12961392;SNP_12958942;SNP_12960346;SNP_12960346;SNP_12959080;SNP_12961252	8.311958e-10;5.945274e-24;1.64982e-08;2.351841e-11;1.196934e-08;7.100627e-15;5.803543e-11;2.248618e-50;2.313438e-09;3.957052e-51;2.571904e-11;2.146032e-22;3.338152e-10;3.266283e-12;9.60808e-24;2.720798e-11;2.056354e-08;4.508136e-51;3.940284e-10;1.351817e-08;5.401098e-10;1.55395e-23;9.984303e-09;7.958283e-08;6.220794e-24;6.759946e-13;3.178233e-12;3.296343e-16;4.607365e-13	28
7	SORBI_3007G104932	Sum_DG_Sum_LPC;Sum_DG_Sum_PA;Sum_DG_Sum_PG;Sum_DG_Sum_TG;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_PA;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_SM;Sum_DGDG_Sum_TG;Sum_LPC_Sum_PG;Sum_LPE_Sum_PS;Sum_LPE_Sum_TG;Sum_MG_Sum_PA;Sum_MG_Sum_PC;Sum_MG_Sum_PS;Sum_MG_Sum_TG;Sum_MGDG_Sum_PA;Sum_MGDG_Sum_PG;Sum_PA_Sum_PG;Sum_PA_Sum_PS;Sum_PA_Sum_SM;Sum_PC_Sum_PG;Sum_PC_Sum_SM;Sum_PE_Sum_SM;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PG_Sum_SM;Sum_PS_Sum_SM	33;11;32;9;69;11;63;53;17;77;82;25;11;24;80;11;12;39;74;80;8;58;49;110;37;24;84;38;111	SNP_37141256;SNP_37147693;SNP_37140334;SNP_37141632;SNP_37139808;SNP_37147693;SNP_37140321;SNP_37140529;SNP_37141632;SNP_37139808;SNP_37140321;SNP_37147708;SNP_37147693;SNP_37145006;SNP_37140321;SNP_37141632;SNP_37147693;SNP_37140334;SNP_37139808;SNP_37140321;SNP_37143125;SNP_37139808;SNP_37140529;SNP_37139611;SNP_37140529;SNP_37147690;SNP_37140321;SNP_37140529;SNP_37139611	1.322529e-10;5.710889e-09;8.621711e-12;5.844581e-09;4.999041e-12;3.255697e-08;9.805186e-08;4.425825e-08;5.021558e-11;2.255836e-13;3.341678e-08;5.004915e-08;1.680864e-13;2.320231e-08;1.539016e-08;3.051563e-08;4.654516e-09;7.491865e-12;6.689147e-12;2.580521e-08;2.406423e-12;2.597325e-16;1.26705e-09;2.887698e-08;4.902971e-09;5.506021e-11;3.793146e-09;3.76986e-09;6.980653e-08	28
3	SORBI_3003G175950	Sum_DG_Sum_MG;Sum_DG_Sum_PS;Sum_DGDG_Sum_MG;Sum_DGDG_Sum_PG;Sum_DGDG_Sum_PS;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_MG;Sum_LPC_Sum_PG;Sum_LPC_Sum_PS;Sum_LPC_Sum_SQDG;Sum_LPE_Sum_MG;Sum_LPE_Sum_PA;Sum_LPE_Sum_PG;Sum_LPE_Sum_PS;Sum_MG_Sum_PG;Sum_MG_Sum_PS;Sum_MGDG_Sum_PG;Sum_MGDG_Sum_PS;Sum_PA_Sum_PG;Sum_PA_Sum_PS;Sum_PC_Sum_PG;Sum_PC_Sum_PS;Sum_PE_Sum_PG;Sum_PE_Sum_PS;Sum_PE_Sum_TG;Sum_PG_Sum_PS;Sum_PG_Sum_SQDG	24;15;59;6;11;3;3;26;13;1;9;5;18;15;10;9;83;14;7;17;7;5;5;4;6;9;44	SNP_44518646;SNP_44528871;SNP_44518646;SNP_44525027;SNP_44525140;SNP_44530433;SNP_44525769;SNP_44518646;SNP_44529332;SNP_44538249;SNP_44518646;SNP_44529089;SNP_44525195;SNP_44529332;SNP_44518646;SNP_44528871;SNP_44518646;SNP_44525140;SNP_44525162;SNP_44529234;SNP_44524483;SNP_44525140;SNP_44525140;SNP_44530060;SNP_44528967;SNP_44528871;SNP_44518646	1.878402e-21;2.402184e-18;4.007389e-25;1.682537e-20;2.23706e-11;1.172728e-09;2.502522e-20;2.179485e-16;9.850426e-34;1.402099e-11;2.256166e-25;1.06316e-50;3.988911e-11;3.949033e-33;8.781705e-18;1.434632e-15;2.140948e-08;1.655133e-17;3.000463e-08;4.426689e-20;8.262007e-19;1.485895e-13;3.032702e-15;1.222937e-14;4.354054e-09;2.097732e-15;4.653386e-10	27
5	SORBI_3005G064300	Sum_DG_Sum_GalCer;Sum_DG_Sum_LPC;Sum_DG_Sum_SQDG;Sum_DG_Sum_TG;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_LPC_Sum_TG;Sum_LPE_Sum_SQDG;Sum_LPE_Sum_TG;Sum_MG_Sum_SQDG;Sum_MG_Sum_TG;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG;Sum_PA_Sum_SQDG;Sum_PC_Sum_PG;Sum_PC_Sum_TG;Sum_PE_Sum_PG;Sum_PE_Sum_TG;Sum_PG_Sum_TG;Sum_PS_Sum_SQDG;Sum_PS_Sum_TG;Sum_SQDG_Sum_TG;Sum_TG	39;55;64;41;25;39;89;10;63;71;15;83;41;65;41;63;42;64;82;40;62;41;53;63;41;26;39	SNP_7077326;SNP_7076657;SNP_7078168;SNP_7081900;SNP_7086525;SNP_7077326;SNP_7076657;SNP_7087281;SNP_7078168;SNP_7078168;SNP_7086538;SNP_7078168;SNP_7081900;SNP_7078168;SNP_7081900;SNP_7078168;SNP_7081900;SNP_7078168;SNP_7078168;SNP_7081900;SNP_7078168;SNP_7081900;SNP_7081900;SNP_7078168;SNP_7081900;SNP_7086538;SNP_7086507	7.749911e-08;4.749277e-13;4.514595e-10;3.960473e-08;5.956485e-08;7.711506e-08;6.700661e-12;2.845206e-09;1.428815e-09;2.057833e-08;6.92371e-09;2.118588e-09;4.075464e-08;3.596463e-10;6.255829e-08;6.478594e-10;1.144251e-08;4.964797e-10;4.689643e-08;3.22337e-09;7.217089e-10;2.694065e-09;4.055262e-08;1.018988e-09;5.86153e-08;2.993192e-08;1.413538e-08	27
5	SORBI_3005G110493	Sum_DG_Sum_FA;Sum_DG_Sum_LPE;Sum_DG_Sum_MGDG;Sum_DG_Sum_SM;Sum_DG_Sum_SQDG;Sum_DGDG_Sum_LPE;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_MGDG;Sum_LPC_Sum_SM;Sum_LPC_Sum_SQDG;Sum_LPE_Sum_MGDG;Sum_LPE_Sum_PA;Sum_LPE_Sum_PG;Sum_LPE_Sum_SQDG;Sum_MG_Sum_PG;Sum_MG_Sum_SM;Sum_MG_Sum_SQDG;Sum_MGDG_Sum_SM;Sum_MGDG_Sum_SQDG;Sum_PA_Sum_SM;Sum_PA_Sum_SQDG;Sum_PC_Sum_PG;Sum_PC_Sum_SM;Sum_PE_Sum_SM;Sum_PG_Sum_SQDG;Sum_PS_Sum_SM;Sum_PS_Sum_SQDG	22;34;29;25;31;39;25;32;19;13;30;36;16;16;88;16;29;22;27;13;26;88;23;17;16;17;23	SNP_30942638;SNP_30941108;SNP_30942955;SNP_30941108;SNP_30942067;SNP_30941108;SNP_30942067;SNP_30942555;SNP_30940842;SNP_30946224;SNP_30942555;SNP_30940899;SNP_30945440;SNP_30946220;SNP_30942709;SNP_30941108;SNP_30942076;SNP_30941108;SNP_30942067;SNP_30941108;SNP_30945844;SNP_30941067;SNP_30941284;SNP_30941284;SNP_30944275;SNP_30940842;SNP_30945844	2.67525e-13;7.205351e-10;1.898556e-09;2.416283e-08;2.343665e-11;9.164132e-10;8.519946e-11;8.777361e-21;5.170558e-17;3.964424e-10;4.293806e-17;2.810173e-08;5.236927e-15;1.411908e-10;1.926673e-11;5.829053e-12;1.730128e-11;1.137823e-12;4.295662e-11;2.104503e-16;1.862198e-11;5.5098e-08;3.705063e-08;3.010164e-20;1.942511e-08;8.097396e-24;7.932391e-11	27
5	SORBI_3005G064400	Sum_DG_Sum_GalCer;Sum_DG_Sum_LPC;Sum_DG_Sum_SQDG;Sum_DG_Sum_TG;Sum_DGDG_Sum_FA;Sum_DGDG_Sum_GalCer;Sum_DGDG_Sum_LPC;Sum_DGDG_Sum_MGDG;Sum_DGDG_Sum_SQDG;Sum_LPC_Sum_SQDG;Sum_LPC_Sum_TG;Sum_LPE_Sum_SQDG;Sum_LPE_Sum_TG;Sum_MG_Sum_SQDG;Sum_MG_Sum_TG;Sum_MGDG_Sum_SQDG;Sum_MGDG_Sum_TG;Sum_PA_Sum_SQDG;Sum_PC_Sum_PG;Sum_PC_Sum_TG;Sum_PE_Sum_PG;Sum_PE_Sum_TG;Sum_PG_Sum_TG;Sum_PS_Sum_SQDG;Sum_PS_Sum_TG;Sum_SQDG_Sum_TG	34;50;73;39;9;33;70;9;72;69;14;74;39;74;39;73;40;73;73;39;55;40;43;73;39;17	SNP_7103432;SNP_7103757;SNP_7103964;SNP_7103622;SNP_7105562;SNP_7103432;SNP_7103757;SNP_7106579;SNP_7103964;SNP_7103970;SNP_7106468;SNP_7103970;SNP_7103622;SNP_7103964;SNP_7103622;SNP_7103964;SNP_7103622;SNP_7103964;SNP_7103546;SNP_7103622;SNP_7103964;SNP_7103622;SNP_7103622;SNP_7103964;SNP_7103622;SNP_7106468	7.749911e-08;7.90141e-12;4.514595e-10;3.960473e-08;5.956485e-08;7.711506e-08;4.812378e-11;2.845206e-09;1.428815e-09;2.057833e-08;6.92371e-09;2.118588e-09;4.075464e-08;3.596463e-10;6.255829e-08;6.478594e-10;1.144251e-08;4.964797e-10;4.689643e-08;3.22337e-09;7.217089e-10;2.694065e-09;4.055262e-08;1.018988e-09;5.86153e-08;2.993192e-08	26
