Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
10	SORBI_3010G064100	TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	3;15;3;14;9;6;14;51;29;18;22;12;4;16;6;1	SNP_5083051;SNP_5067529;SNP_5083051;SNP_5062845;SNP_5073493;SNP_5069035;SNP_5062845;SNP_5059756;SNP_5062212;SNP_5067711;SNP_5063018;SNP_5069866;SNP_5077738;SNP_5067529;SNP_5075244;SNP_5077738	4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;7.948868e-13;9.058486e-08;1.656292e-09;1.668824e-08;2.323121e-10;8.897315e-09;3.397631e-16;3.021232e-10;1.103195e-08	16
10	SORBI_3010G064200	TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	4;16;4;29;23;8;29;32;40;36;48;44;5;34;6;2	SNP_5083051;SNP_5067529;SNP_5083051;SNP_5069890;SNP_5073493;SNP_5069035;SNP_5069890;SNP_5064760;SNP_5064460;SNP_5067711;SNP_5067529;SNP_5069866;SNP_5077738;SNP_5067529;SNP_5075244;SNP_5077738	4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;7.948868e-13;9.058486e-08;1.656292e-09;1.668824e-08;2.323121e-10;8.897315e-09;3.397631e-16;3.021232e-10;1.103195e-08	16
10	SORBI_3010G064300	TG(10:0_16:0_16:0);TG(12:0_14:0_16:0);TG(12:0_14:0_18:1);TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_22:6);TG(16:0_16:0_20:1);TG(16:0_18:1_20:0);TG(16:1_16:1_22:5);TG(18:0_18:2_18:2);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	4;10;4;14;11;7;14;12;14;19;19;16;4;14;6;1	SNP_5083051;SNP_5069035;SNP_5083051;SNP_5069890;SNP_5073493;SNP_5069035;SNP_5069890;SNP_5069890;SNP_5069890;SNP_5069866;SNP_5069890;SNP_5069866;SNP_5077738;SNP_5069035;SNP_5075244;SNP_5077738	4.76326e-09;2.384248e-11;6.495844e-08;1.684132e-12;1.934048e-12;6.092287e-12;1.684085e-12;7.948868e-13;9.058486e-08;1.656292e-09;1.668824e-08;2.323121e-10;8.897315e-09;3.397631e-16;3.021232e-10;1.103195e-08	16
5	SORBI_3005G111700	TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_14:1_18:1);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_18:1_18:2);TG(16:0_18:1_20:0)	53;110;37;53;136;38;43;37;56;32;59	SNP_36855906;SNP_36853781;SNP_36855906;SNP_36855906;SNP_36853378;SNP_36855906;SNP_36855440;SNP_36855116;SNP_36855906;SNP_36855906;SNP_36855906	4.183575e-10;1.764937e-08;3.524445e-13;4.18366e-10;3.009075e-08;6.095292e-12;2.857986e-08;5.508157e-08;1.85871e-12;8.618054e-08;3.835956e-11	11
10	SORBI_3010G170150	TG(16:1_20:1_20:2);TG(18:0_18:1_22:0);TG(18:0_18:2_18:3);TG(18:0_18:2_20:1);TG(18:1_18:1_20:3);TG(18:1_18:2_18:3);TG(18:1_18:2_22:0);TG(18:2_18:2_18:4);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	26;96;12;12;11;12;8;168;150;163	SNP_50153341;SNP_50153341;SNP_50153341;SNP_50153341;SNP_50153341;SNP_50153341;SNP_50153341;SNP_50153355;SNP_50154220;SNP_50153355	6.027246e-08;4.069227e-08;4.517072e-09;7.591766e-09;4.044544e-09;7.591783e-09;1.787873e-08;2.304674e-08;5.492125e-11;2.31553e-08	10
4	SORBI_3004G137300	TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_18:1_20:0)	8;4;10;8;9;10;5;11;8	SNP_37593610;SNP_37593610;SNP_37590030;SNP_37593610;SNP_37593610;SNP_37590082;SNP_37594583;SNP_37581516;SNP_37590114	5.304023e-10;2.654693e-08;8.886497e-13;5.30414e-10;4.80574e-13;2.178524e-11;8.383339e-11;1.081885e-12;3.275595e-08	9
4	SORBI_3004G137400	TG(12:0_16:0_16:0);TG(12:0_16:0_18:3);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(14:0_16:0_18:2);TG(14:0_16:1_18:2);TG(14:0_16:1_22:6);TG(16:0_18:1_20:0)	8;4;10;8;9;10;5;11;8	SNP_37593610;SNP_37593610;SNP_37590030;SNP_37593610;SNP_37593610;SNP_37590082;SNP_37594583;SNP_37581516;SNP_37590114	5.304023e-10;2.654693e-08;8.886497e-13;5.30414e-10;4.80574e-13;2.178524e-11;8.383339e-11;1.081885e-12;3.275595e-08	9
5	SORBI_3005G141000	TG(16:0_18:2_22:0);TG(16:1_20:1_20:2);TG(18:0_18:2_18:3);TG(18:0_18:2_20:1);TG(18:1_18:1_20:3);TG(18:1_18:2_18:3);TG(18:1_18:2_22:0);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1)	103;159;60;145;105;145;162;96;137	SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322;SNP_59798322	4.103015e-08;5.255365e-09;1.408169e-08;2.839447e-09;4.585406e-09;2.839447e-09;2.399495e-08;2.85729e-09;6.198723e-08	9
7	SORBI_3007G017900	TG(16:1_16:1_22:5);TG(18:0_18:2_18:3);TG(18:0_18:2_20:1);TG(18:1_18:1_18:1);TG(18:1_18:1_20:3);TG(18:1_18:2_18:2);TG(18:1_18:2_18:3);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1)	95;98;100;99;102;91;100;99;101	SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226;SNP_1535226	5.29967e-08;7.261655e-08;7.108119e-09;8.218344e-08;1.186104e-08;2.424396e-08;7.108144e-09;1.558961e-08;7.33554e-10	9
7	SORBI_3007G018000	TG(16:1_16:1_22:5);TG(18:0_18:2_18:3);TG(18:0_18:2_20:1);TG(18:1_18:1_18:1);TG(18:1_18:1_20:3);TG(18:1_18:2_18:2);TG(18:1_18:2_18:3);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1)	97;112;115;101;113;98;115;102;111	SNP_1551859;SNP_1551859;SNP_1551859;SNP_1551859;SNP_1551859;SNP_1551675;SNP_1551859;SNP_1551859;SNP_1551859	5.29967e-08;7.261655e-08;7.108119e-09;8.218344e-08;1.186104e-08;2.424396e-08;7.108144e-09;1.558961e-08;7.33554e-10	9
