Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
2	SORBI_3002G026300	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,1_2_dihydroxyheptadec_16_yn_4_yl_acetate,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00164361_03_decanedioic_acid,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Phytosphingosine,Sebacic_acid,Zymosterol	23,10,33,50,30,50,37,27,29,30,32,27,31,10,32,30,52,13,28	SNP_2402938,SNP_2417475,SNP_2401712,SNP_2401553,SNP_2418584,SNP_2401553,SNP_2401553,SNP_2401712,SNP_2401712,SNP_2416160,SNP_2401712,SNP_2422893,SNP_2416160,SNP_2417475,SNP_2401712,SNP_2416160,SNP_2401553,SNP_2417475,SNP_2402901	2.17092e-07,4.599091e-06,1.475165e-09,2.028089e-08,3.344232e-07,2.028085e-08,9.281809e-07,5.119833e-09,4.964308e-11,6.004614e-08,1.37392e-09,3.776123e-08,7.451349e-08,9.728043e-07,6.36133e-11,7.286121e-08,7.647366e-06,1.150694e-06,3.11615e-06	19
2	SORBI_3002G026500	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,1_2_dihydroxyheptadec_16_yn_4_yl_acetate,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00164361_03_decanedioic_acid,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Phytosphingosine,Sebacic_acid,Zymosterol	50,24,47,55,46,55,34,47,48,41,47,47,42,28,50,43,43,31,13	SNP_2423485,SNP_2425848,SNP_2425838,SNP_2423466,SNP_2423466,SNP_2423466,SNP_2423466,SNP_2425882,SNP_2425882,SNP_2423485,SNP_2425838,SNP_2423466,SNP_2423485,SNP_2425848,SNP_2425882,SNP_2423485,SNP_2423728,SNP_2424055,SNP_2423969	2.17092e-07,4.599091e-06,7.218053e-06,2.028089e-08,3.344232e-07,2.028085e-08,9.281809e-07,5.689473e-06,1.179092e-06,6.004614e-08,4.405851e-06,3.776123e-08,7.451349e-08,9.728043e-07,6.687187e-07,7.286121e-08,8.619047e-06,1.150694e-06,3.11615e-06	19
1	SORBI_3001G188600	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Schaftoside,Sumaresinolic_acid,Zymosterol	299,49,258,254,315,254,250,227,257,305,259,315,304,259,307,32,125,80	SNP_16664077,SNP_16664940,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664077,SNP_16664081,SNP_16664093,SNP_16664081	6.248415e-09,5.914209e-08,1.891978e-12,5.375063e-10,7.862845e-07,5.375058e-10,3.549022e-08,6.605817e-10,5.581855e-10,9.881196e-09,1.766259e-12,9.206606e-09,1.131752e-08,2.410389e-10,7.133661e-09,4.04522e-08,7.346148e-06,6.839476e-06	18
1	SORBI_3001G238000	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_beta__Cryptoxanthin,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,16_16_Dimethylprostaglandin_A1,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,NCGC00380867_01_C27H46O9_9_12_15_Octadecatrienoic_acid__3__hexopyranosyloxy__2_hydroxypropyl_ester__9Z_12Z_15Z__,Oxo_fatty_acid__18_3_,Palmitoyl_ethanolamide	156,250,139,121,183,117,121,164,145,142,169,139,138,169,143,85,166,55	SNP_24422312,SNP_24418908,SNP_24423397,SNP_24422312,SNP_24418908,SNP_24422312,SNP_24422312,SNP_24418908,SNP_24423397,SNP_24423397,SNP_24422312,SNP_24423397,SNP_24422312,SNP_24422312,SNP_24423397,SNP_24418908,SNP_24422312,SNP_24425218	5.23947e-09,2.845244e-06,8.182631e-07,5.620042e-10,9.881566e-06,1.487469e-06,5.620045e-10,8.403166e-08,2.201182e-06,4.615216e-07,7.924732e-08,7.938513e-07,1.118657e-08,9.93576e-08,2.507503e-07,4.33657e-06,2.72306e-08,6.086118e-06	18
1	SORBI_3001G188500	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Schaftoside,Sumaresinolic_acid	341,53,319,313,345,313,316,271,322,353,320,354,353,322,353,87,228	SNP_16656863,SNP_16658742,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16656863,SNP_16657423,SNP_16656965	6.248415e-09,5.914209e-08,6.352339e-12,5.375063e-10,7.862845e-07,5.375058e-10,3.549022e-08,2.1372e-09,1.360827e-09,9.881196e-09,5.738114e-12,9.206606e-09,1.131752e-08,7.978193e-10,7.133661e-09,4.04522e-08,7.346148e-06	17
1	SORBI_3001G188700	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Schaftoside,Zymosterol	351,49,314,315,385,315,297,275,318,355,316,372,354,320,358,9,69	SNP_16670256,SNP_16670482,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16670256,SNP_16671979,SNP_16674933	6.248415e-09,5.914209e-08,1.891978e-12,4.017129e-07,7.862845e-07,4.017129e-07,6.936122e-06,6.605817e-10,5.581855e-10,9.881196e-09,1.766259e-12,1.122969e-08,1.131752e-08,2.410389e-10,7.133661e-09,1.713533e-07,6.839476e-06	17
1	SORBI_3001G188800	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Schaftoside,Zymosterol	291,24,274,264,319,264,246,234,275,289,276,302,290,278,291,13,84	SNP_16681200,SNP_16691742,SNP_16681311,SNP_16681311,SNP_16681311,SNP_16681311,SNP_16681311,SNP_16681311,SNP_16681311,SNP_16681200,SNP_16681311,SNP_16681200,SNP_16681200,SNP_16681311,SNP_16681200,SNP_16686122,SNP_16681307	9.612557e-09,7.200675e-08,1.891978e-12,4.017129e-07,2.17133e-06,4.017129e-07,6.936122e-06,6.605817e-10,5.581855e-10,1.439845e-08,1.766259e-12,1.303341e-08,1.839312e-08,2.410389e-10,1.110114e-08,1.713533e-07,6.839476e-06	17
1	SORBI_3001G188900	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_,Schaftoside,Zymosterol	312,31,293,283,369,283,265,247,293,335,295,342,337,296,335,13,92	SNP_16683229,SNP_16691742,SNP_16683337,SNP_16683229,SNP_16683229,SNP_16683229,SNP_16683229,SNP_16683337,SNP_16683229,SNP_16683229,SNP_16683337,SNP_16683229,SNP_16683229,SNP_16683229,SNP_16683229,SNP_16686122,SNP_16686122	9.612557e-09,6.773493e-08,1.891978e-12,4.017129e-07,2.051932e-06,4.017129e-07,6.936122e-06,6.605817e-10,5.581855e-10,1.439845e-08,1.766259e-12,1.303341e-08,1.839312e-08,2.410389e-10,1.110114e-08,1.713533e-07,6.839476e-06	17
4	SORBI_3004G102200	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,16_16_Dimethylprostaglandin_A1,19_Norandrosterone,4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,4_alpha___beta__Hydroxyprostanozol,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_	82,33,73,102,101,11,165,73,90,30,36,149,33,135,150,37,114	SNP_9452718,SNP_9450828,SNP_9452771,SNP_9451924,SNP_9452771,SNP_9439228,SNP_9440279,SNP_9452771,SNP_9452771,SNP_9450828,SNP_9450828,SNP_9440279,SNP_9450828,SNP_9440279,SNP_9440279,SNP_9450828,SNP_9440279	8.547432e-06,1.011197e-07,8.743002e-07,1.749716e-06,1.05386e-06,1.67952e-07,3.749652e-07,8.743034e-07,2.364775e-07,1.595701e-06,1.874322e-06,4.472821e-08,1.561794e-07,2.670514e-06,3.850439e-08,2.651695e-06,2.343353e-07	17
4	SORBI_3004G103000	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,19_Norandrosterone,3_Methoxylimaprost,4_alpha___beta__Hydroxyprostanozol,5_7_Dimethoxy_3_hydroxyflavone,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,Empenthrin,h_22_methandriol_m,Hydroperoxy_fatty_acid__18_3_,Nandrolone,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Oxo_fatty_acid__18_3_	65,61,64,50,101,61,33,64,73,42,53,68,62,60,70,55,67	SNP_9686530,SNP_9685206,SNP_9686530,SNP_9686530,SNP_9684914,SNP_9687734,SNP_9689239,SNP_9686530,SNP_9686530,SNP_9685206,SNP_9685206,SNP_9686530,SNP_9685206,SNP_9686530,SNP_9686530,SNP_9685206,SNP_9686530	1.0955e-06,9.422891e-08,5.128743e-09,1.59017e-06,1.381935e-06,9.657542e-07,3.807641e-06,5.12877e-09,1.554762e-09,9.033461e-08,2.084938e-08,1.365123e-07,5.491485e-08,1.531185e-06,1.081617e-07,1.096329e-08,2.28391e-07	17
