Chromosome	gene	max_pvalue	phenotype	phenotype_number
6	SORBI_3006G215900	0.0008078398	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_36_6_,DG_38_3_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	30
6	SORBI_3006G215950	0.0008078398	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_36_6_,DG_38_3_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	30
6	SORBI_3006G215500	0.0007638945	DG_18_3_,DG_20_1_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G215600	0.0007638945	DG_18_3_,DG_20_1_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G215650	0.0008078398	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_38_3_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G215700	0.0008078398	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_38_3_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G215750	0.0008078398	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_38_3_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G216100	0.0006941786	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_34_4_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_36_6_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
6	SORBI_3006G216150	0.0006941786	DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_34_4_,DG_36_2_,DG_36_3_,DG_36_4_,DG_36_5_,DG_36_6_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
8	SORBI_3008G091100	0.0009468793	DG_16_0_,DG_18_3_,DG_24_0_,DG_34_1_,DG_34_2_,DG_34_3_,DG_34_4_,DG_36_2_,DG_36_5_,DG_36_6_,DGDG_34_1_,DGDG_34_2_,DGDG_34_3_,DGDG_36_2_,DGDG_36_3_,DGDG_36_5_,DGDG_36_6_,LPC_16_0_,LPE_16_0_,MG_12_0_,MG_16_0_,MG_18_1_,MG_18_2_,MG_18_3_,MGDG_34_1_,MGDG_34_3_,MGDG_36_4_,MGDG_36_5_,MGDG_36_6_	29
