Chromosome	gene	max_pvalue	phenotype	phenotype_number
8	SORBI_3008G092800	5.851553e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,_2E_4E_12Z__N__2_methylpropyl_octadeca_2_4_12_trienamide_mod_sub_control_all_lipids_BLUPs_rename.part4_SAP_bialleles_MAF_0.05_2.assoc_annotation,19_Norandrosterone_.part17_SAP_bialleles_MAF_0.05.assoc_annotation,3_Epilupeol_.part19_SAP_bialleles_MAF_0.05.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,9_Oxo_10_E__12_E__octadecadienoic_acid_,AEG_o_30_2__mod_sub_control_all_lipids_BLUPs_rename.part1_SAP_bialleles_MAF_0.05_2.assoc_annotation,Austinoneol_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,Cer_24_1__.part23_SAP_bialleles_MAF_0.05.assoc_annotation,DG_36_0__mod_sub_control_all_lipids_BLUPs_rename.part9_SAP_bialleles_MAF_0.05_2.assoc_annotation,Erucamide_mod_sub_control_all_lipids_BLUPs_rename.part2_SAP_bialleles_MAF_0.05_2.assoc_annotation,FA_18_4__,FA_22_0__amide_mod_sub_control_all_lipids_BLUPs_rename.part5_SAP_bialleles_MAF_0.05_2.assoc_annotation,FA_22_1__amide_mod_sub_control_all_lipids_BLUPs_rename.part7_SAP_bialleles_MAF_0.05_2.assoc_annotation,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,N_Cyclohexanecarbonylpentadecylamine_mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation	16
1	SORBI_3001G188500	5.914209e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_,_2R_6R__2_methyl_6_tridecylpiperidine_,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,9_Oxo_10_E__12_E__octadecadienoic_acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	13
1	SORBI_3001G188600	5.914209e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_,_2R_6R__2_methyl_6_tridecylpiperidine_,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,9_Oxo_10_E__12_E__octadecadienoic_acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	13
1	SORBI_3001G189300	3.031789e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_,_2R_6R__2_methyl_6_tridecylpiperidine_,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	12
1	SORBI_3001G189400	9.265672e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_,_2R_6R__2_methyl_6_tridecylpiperidine_,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	12
1	SORBI_3001G189500	9.265672e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_,_2R_6R__2_methyl_6_tridecylpiperidine_,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	12
9	SORBI_3009G016700	8.419351e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,1_2_dihydroxyheptadec_16_yn_4_yl_acetate_.part11_SAP_bialleles_MAF_0.05.assoc_annotation,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,3_Cyclopentene_1_octanoic_acid__2__3_hydroxy_1_penten_1_yl__5_oxo__mod_sub_control_all_lipids_BLUPs_rename.part17_SAP_bialleles_MAF_0.05_2.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,Nandrolone_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,NCGC00164361_03_decanedioic_acid_.part12_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	12
5	SORBI_3005G219600	1.634221e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,3_Cyclopentene_1_octanoic_acid__2__3_hydroxy_1_penten_1_yl__5_oxo__mod_sub_control_all_lipids_BLUPs_rename.part17_SAP_bialleles_MAF_0.05_2.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,9_Oxo_11__3_pentyl_2_oxiranyl__10E_undecenoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part24_SAP_bialleles_MAF_0.05_2.assoc_annotation,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,Nandrolone_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	11
5	SORBI_3005G220800	6.198716e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,3_Cyclopentene_1_octanoic_acid__2__3_hydroxy_1_penten_1_yl__5_oxo__mod_sub_control_all_lipids_BLUPs_rename.part17_SAP_bialleles_MAF_0.05_2.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,9_Oxo_11__3_pentyl_2_oxiranyl__10E_undecenoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part24_SAP_bialleles_MAF_0.05_2.assoc_annotation,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,Nandrolone_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	11
5	SORBI_3005G220900	6.737064e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,3_Cyclopentene_1_octanoic_acid__2__3_hydroxy_1_penten_1_yl__5_oxo__mod_sub_control_all_lipids_BLUPs_rename.part17_SAP_bialleles_MAF_0.05_2.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,9_Oxo_11__3_pentyl_2_oxiranyl__10E_undecenoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part24_SAP_bialleles_MAF_0.05_2.assoc_annotation,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,Nandrolone_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	11
7	SORBI_3007G202480	2.713394e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,13_Keto_9Z_11E_octadecadienoic_acid_.part14_SAP_bialleles_MAF_0.05.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_.part24_SAP_bialleles_MAF_0.05.assoc_annotation,9_12_Octadecadiynoic_Acid_,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,Empenthrin_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__.part16_SAP_bialleles_MAF_0.05.assoc_annotation,Nandrolone_.part18_SAP_bialleles_MAF_0.05.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	11
9	SORBI_3009G019700	7.567558e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part3_SAP_bialleles_MAF_0.05_2.assoc_annotation,11_14_17_Eicosatrienoic_acid__Z_Z_Z___.part13_SAP_bialleles_MAF_0.05.assoc_annotation,3_Cyclopentene_1_octanoic_acid__2__3_hydroxy_1_penten_1_yl__5_oxo__mod_sub_control_all_lipids_BLUPs_rename.part17_SAP_bialleles_MAF_0.05_2.assoc_annotation,4_alpha___beta__Hydroxyprostanozol_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,9_Oxo_11__3_pentyl_2_oxiranyl__10E_undecenoic_acid_mod_sub_control_all_lipids_BLUPs_rename.part24_SAP_bialleles_MAF_0.05_2.assoc_annotation,Cembrane_Diterpene_minus_Me_.part22_SAP_bialleles_MAF_0.05.assoc_annotation,Docosapentaenamide_,h_22_methandriol_m_,Hydroperoxy_fatty_acid__18_3__mod_sub_control_all_lipids_BLUPs_rename.part13_SAP_bialleles_MAF_0.05_2.assoc_annotation,Nandrolone_mod_sub_control_all_lipids_BLUPs_rename.part19_SAP_bialleles_MAF_0.05_2.assoc_annotation,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol_.part13_SAP_bialleles_MAF_0.05.assoc_annotation	11
