Chromosome	gene	max_pvalue	phenotype	phenotype_number
10	SORBI_3010G064100	7.78793e-06	TG_40_0__,TG_42_0__,TG_42_1__,TG_44_1__,TG_46_0__,TG_46_1__,TG_46_2__,TG_46_3__,TG_48_1__,TG_48_2__,TG_48_3__,TG_50_1__,TG_52_2__,TG_52_3__,TG_52_6__,TG_54_3__,TG_54_8__,TG_54_9__,TG_56_2__,TG_56_3__,TG_56_4__,TG_56_5__,TG_58_1__,TG_58_4__,TG_58_6__	25
10	SORBI_3010G064200	7.78793e-06	TG_40_0__,TG_42_0__,TG_42_1__,TG_44_1__,TG_46_0__,TG_46_1__,TG_46_2__,TG_46_3__,TG_48_1__,TG_48_2__,TG_48_3__,TG_50_1__,TG_52_2__,TG_52_3__,TG_52_6__,TG_54_3__,TG_54_8__,TG_54_9__,TG_56_2__,TG_56_3__,TG_56_4__,TG_56_5__,TG_58_1__,TG_58_4__,TG_58_6__	25
10	SORBI_3010G064300	7.78793e-06	TG_40_0__,TG_42_0__,TG_42_1__,TG_44_1__,TG_46_0__,TG_46_1__,TG_46_2__,TG_46_3__,TG_48_1__,TG_48_2__,TG_48_3__,TG_50_1__,TG_52_2__,TG_52_3__,TG_52_6__,TG_54_3__,TG_54_8__,TG_54_9__,TG_56_2__,TG_56_3__,TG_56_4__,TG_56_5__,TG_58_1__,TG_58_4__,TG_58_6__	25
1	SORBI_3001G311700	8.782885e-06	DG_34_1__,DG_36_2__,DG_36_3__,DG_36_4__,DGDG_34_2__,DGDG_36_2__,DGDG_36_3__,DGDG_36_6__,MG_12_0__,MG_16_0__,MGDG_36_4__,PE_34_2__,PE_36_2__,PE_36_4__,PG_34_1__,SQDG_32_0__,SQDG_34_1__,SQDG_36_3__,SQDG_36_5__,TG_56_6__,TG_56_9__	21
1	SORBI_3001G311800	8.782885e-06	DG_34_1__,DG_36_2__,DG_36_3__,DG_36_4__,DGDG_34_2__,DGDG_36_2__,DGDG_36_3__,DGDG_36_6__,MG_12_0__,MG_16_0__,MGDG_36_4__,PE_34_2__,PE_36_2__,PE_36_4__,PG_34_1__,SQDG_32_0__,SQDG_34_1__,SQDG_36_3__,SQDG_36_5__,TG_56_6__,TG_56_9__	21
10	SORBI_3010G170150	9.227391e-06	TG_42_0__,TG_42_1__,TG_52_2__,TG_52_3__,TG_52_4__,TG_54_3__,TG_54_4__,TG_54_5__,TG_54_6__,TG_54_7__,TG_56_1__,TG_56_3__,TG_56_4__,TG_56_6__,TG_58_1__,TG_58_3__,TG_58_4__,TG_58_5__,TG_60_4__,TG_60_5__,TG_60_6__	21
6	SORBI_3006G214300	6.152177e-06	DG_34_1__,DG_34_2__,DG_34_3__,DG_34_4__,DG_36_4__,DG_36_5__,DGDG_34_1__,DGDG_34_2__,DGDG_36_3__,MG_12_0__,MG_16_0__,MG_18_2__,MGDG_36_4__,MGDG_36_5__,PE_34_2__,PE_36_2__,PG_34_1__,SQDG_34_4__,SQDG_36_4__,TG_50_4__	20
6	SORBI_3006G214400	9.680562e-06	DG_18_3__,DG_34_1__,DG_34_2__,DG_34_3__,DG_36_4__,DG_36_5__,DGDG_34_1__,DGDG_34_2__,MG_12_0__,MG_16_0__,MG_18_2__,MG_18_3__,MGDG_36_5__,MGDG_36_6__,PE_34_2__,PE_36_2__,PG_34_1__,SQDG_34_3__,TG_50_4__	19
6	SORBI_3006G214500	9.680562e-06	DG_18_3__,DG_34_1__,DG_34_2__,DG_34_3__,DG_36_4__,DG_36_5__,DGDG_34_1__,DGDG_34_2__,MG_12_0__,MG_16_0__,MG_18_2__,MG_18_3__,MGDG_36_5__,MGDG_36_6__,PE_34_2__,PE_36_2__,PG_34_1__,SQDG_34_3__	18
1	SORBI_3001G057100	9.544501e-06	DG_34_3__,DG_38_3__,TG_48_4__,TG_50_3__,TG_50_4__,TG_50_6__,TG_52_4__,TG_52_5__,TG_52_6__,TG_52_7__,TG_54_8__,TG_54_9__,TG_56_4__,TG_56_5__,TG_56_6__,TG_56_8__,TG_56_9__	17
