,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SQDG,Sum_TG
PIPI152651,117.727282,0.167955704,0.097164866,1.018855034,7.659594558,17.13039924,765.8097708,0.859332974,0.051618205,48.49438022,0.030489024,0.145913256,2.621169864,44.45599047,0.348901291,0.416445105,0.001426651,0.000825339,0.008654366,0.065062188,0.145509171,6.504947346,0.007299353,0.000438456,0.411921344,0.00025898,0.001239418,0.022264762,0.377618422,0.00296364,0.003537371,0.578514836,6.066212774,45.60484935,101.9935547,4559.593717,5.11642627,0.307332256,288.7331551,0.181530152,0.868760353,15.60631648,264.6887812,2.077341132,2.479493676,10.48583787,78.83090722,176.3024013,7881.550195,8.844070978,0.531243516,499.0937782,0.313786511,1.501707993,26.97651903,457.5315356,3.590817389,4.285963855,7.517845326,16.81338234,751.6376176,0.843430071,0.050662953,47.59693831,0.029924791,0.143212971,2.572662229,43.63328341,0.342444489,0.40873833,2.236462924,99.98045784,0.1121904,0.006739026,6.331194144,0.003980501,0.019049736,0.34220739,5.803961311,0.045550882,0.054369079,44.70472403,0.050164212,0.003013252,2.830896089,0.00177982,0.008517797,0.153012771,2.595152036,0.020367377,0.024310298,0.001122123,6.74E-05,0.063324316,3.98E-05,0.000190535,0.003422743,0.058050958,0.000455598,0.000543797,0.060067758,56.43258398,0.035479873,0.169798275,3.050237735,51.733137,0.406014085,0.484614367,939.4821073,0.590664172,2.826778957,50.77994969,861.2463429,6.759268168,8.067795133,0.000628713,0.003008869,0.054051002,0.916724583,0.007194675,0.008587492,4.785763371,85.97093262,1458.098162,11.44350461,13.65885307,17.96389122,304.6741029,2.391155542,2.854059428,16.96036227,0.133108997,0.158877572,0.00784824,0.009367581,1.193590036,-1902867.06,-16163.34827,-11329576.9,-19583900.36,-1867652.41,-248429.2146,-111081.3025,-2484.777725,-2214353.595,-36864262.36,-39238.91906,-62411543.04,-13041084.19,-725960.9863,-42803.38914,-5453883.682,-4569310.667
PIPI17548,-39.26165677,0.070917751,0.03564949,-0.400353036,7.721023983,6.756926322,-73.9903075,0.909170145,0.013484941,3.046403026,0.010584264,0.079823972,-2.085451053,21.31104661,0.070363058,-0.082777829,-0.001806285,-0.000907998,0.010197049,-0.196655583,-0.172099878,1.884543689,-0.023156693,-0.000343463,-0.07759232,-0.000269583,-0.002033128,0.053116736,-0.542795398,-0.001792157,0.002108363,0.502687826,-5.645314877,108.8729387,95.27835003,-1043.325631,12.82006451,0.190149022,42.95684754,0.149247035,1.125585217,-29.40661566,300.5036996,0.992178356,-1.167237079,-11.23025979,216.5816101,189.5378107,-2075.494127,25.50303358,0.378264626,85.45432238,0.29689805,2.239133631,-58.49876234,597.7938675,1.973746537,-2.321991938,-19.28553874,-16.87741997,184.812655,-2.270921071,-0.033682625,-7.609291682,-0.026437327,-0.199383957,5.209030196,-53.2306357,-0.175752527,0.206762086,0.875133446,-9.582965635,0.117752535,0.001746522,0.394559456,0.001370837,0.010338521,-0.270100321,2.76013216,0.009113177,-0.010721095,-10.9502907,0.134553805,0.001995721,0.450856333,0.001566432,0.011813651,-0.30863901,3.153955747,0.010413471,-0.012250811,-0.012287692,-0.000182253,-0.041173001,-0.000143049,-0.001078844,0.028185463,-0.288024842,-0.000950977,0.001118766,0.014832142,3.350751279,0.011641676,0.087798717,-2.293796233,23.44010824,0.077392618,-0.091047676,225.9114826,0.784895097,5.9194899,-154.6503648,1580.3589,5.217898804,-6.138538422,0.003474348,0.026202696,-0.684561772,6.995478413,0.023097094,-0.027172317,7.541759299,-197.0331644,2013.465117,6.647893229,-7.820839296,-26.12562356,266.9755209,0.881477778,-1.037004628,-10.21891479,-0.033739971,0.03969301,0.003301718,-0.003884269,-1.176438764,252261.792,-6425.143835,3557103.654,7076168.29,-630098.3615,32672.06429,37333.80829,-3409.389696,277463.7875,18706925.82,82806.44084,23833663.73,3160225.988,-120962.7009,11837.13764,3585145.385,-3047456.012
PIPI24969,45.77430264,0.104129598,-0.062722424,0.638463976,9.1439433,9.413202479,146.2195412,-2.24623097,-0.055811214,6.799402444,0.037203401,-0.153118648,1.580392365,-17.77529269,-0.113516256,-0.03406984,0.002274848,-0.001370254,0.013948087,0.199761499,0.205643821,3.194358685,-0.049071877,-0.00121927,0.148541912,0.000812757,-0.003345079,0.034525755,-0.388324708,-0.002479912,-0.000744301,-0.602349618,6.131436078,87.81310454,90.39891283,1404.207291,-21.57149366,-0.535978382,65.2975,0.357279787,-1.470462297,15.1771676,-170.7035557,-1.090143992,-0.327186899,-10.17919809,-145.7842787,-150.0771482,-2331.216374,35.81224762,0.88981277,-108.4046508,-0.593143545,2.441210642,-25.19660867,283.3961386,1.809819347,0.543184373,14.32178423,14.74351386,229.0176842,-3.518179655,-0.08741482,10.64962582,0.058270164,-0.239823473,2.475303894,-27.84071359,-0.177795867,-0.053362197,1.029446724,15.99086263,-0.245652329,-0.006103626,0.743596304,0.004068639,-0.016745363,0.172834882,-1.9439417,-0.012414366,-0.003725946,15.53345331,-0.238625587,-0.005929036,0.722326165,0.003952258,-0.016266371,0.167891041,-1.888336379,-0.01205926,-0.003619368,-0.015362044,-0.000381695,0.046501325,0.000254435,-0.001047183,0.010808353,-0.121565781,-0.000776341,-0.000233005,0.024846605,-3.02702729,-0.016562589,0.068166921,-0.703575183,7.91338599,0.050536324,0.015167559,-121.8286077,-0.666593653,2.743510461,-28.31675328,318.4896287,2.033932765,0.610447941,0.005471569,-0.022519427,0.232431067,-2.614243359,-0.016695034,-0.005010711,-4.115716446,42.47978232,-477.7867703,-3.051233319,-0.915772207,-10.32135787,116.0883595,0.741361403,0.222506147,-11.24739215,-0.071827894,-0.021557837,0.006386182,0.001916696,0.300131819,-345317.6743,-7543.919939,-3316229.775,5505489.964,-540856.9433,-37764.63425,-36684.39887,-2361.638339,153732.0422,6187245.397,-50786.47384,-9281884.651,2255229.38,-218501.2291,19426.83479,3042010.78,10135582.39
PIPI276837,-77.64040473,-0.286975551,0.099096633,-0.968551308,-54.06273873,-9.017816979,-470.9905981,-1.611915663,-0.01389165,-9.942993532,0.017912982,0.117697099,3.681061651,17.99750201,0.325784713,0.141895534,0.003696214,-0.001276354,0.012474836,0.696322217,0.116148506,6.066307868,0.020761299,0.000178923,0.128064679,-0.000230717,-0.001515926,-0.047411675,-0.231805876,-0.004196072,-0.001827599,-0.345313851,3.375030745,188.3879603,31.423642,1641.222036,5.616909374,0.048407084,34.64752831,-0.06241989,-0.410129361,-12.8270915,-62.71440875,-1.135235083,-0.494451647,-9.773806451,-545.5557597,-91.00023618,-4752.841598,-16.26609925,-0.140182863,-100.336341,0.180762776,1.187700291,37.14618298,181.6156768,3.287545748,1.431890569,55.81814644,9.310623924,486.2835807,1.664254283,0.014342709,10.2658408,-0.018494614,-0.121518704,-3.800585081,-18.58187776,-0.336362886,-0.146502857,0.166802814,8.711926349,0.029815649,0.000256954,0.183915831,-0.000331337,-0.002177047,-0.068088701,-0.332900301,-0.006026049,-0.002624646,52.228893,0.17874788,0.001540467,1.102594292,-0.001986399,-0.013051618,-0.408198754,-1.995771488,-0.036126783,-0.01573502,0.003422395,2.95E-05,0.021110811,-3.80E-05,-0.000249893,-0.007815574,-0.03821202,-0.000691701,-0.00030127,0.0086181,6.168432853,-0.011112853,-0.073016909,-2.283656482,-11.16528763,-0.202110272,-0.08802913,715.7532588,-1.289478415,-8.472507019,-264.9837661,-1295.562616,-23.45183768,-10.21444803,-0.001801568,-0.01183719,-0.370216639,-1.810068764,-0.032765254,-0.014270907,6.570491539,205.4968606,1004.718343,18.18707269,7.921379614,31.27572105,152.913726,2.767992712,1.205599241,4.889215047,0.088502922,0.038547448,0.018101663,0.007884179,0.435550006,582945.0211,-7508.268706,-2031340.367,5882591.621,-601873.1443,-10782.75046,-64643.69619,-1237.699911,-361647.3458,-41963700.09,-58628.72376,32543158.22,4952925.976,158363.2866,32390.32954,1789356.581,4108268.989
PIPI329435,35.89288822,0.074786513,0.063342899,-0.236999522,4.712833647,-6.777177764,-106.4860009,0.437499717,0.03541607,11.36909852,0.013505415,0.062564899,2.264002679,5.965805912,0.210898983,0.11072833,0.002083603,0.001764776,-0.006602966,0.131302714,-0.188816729,-2.966771585,0.012189036,0.000986716,0.316750729,0.00037627,0.0017431,0.063076637,0.166211364,0.005875787,0.003084966,0.846982914,-3.169014191,63.01715969,-90.62032005,-1423.866367,5.849981481,0.473562257,152.0207057,0.180586239,0.836579966,30.27287382,79.77114662,2.820013584,1.480592225,-3.741532605,74.40192549,-106.9919104,-1681.104002,6.906847093,0.559116659,179.4849732,0.213211195,0.987717641,35.74201239,94.18271049,3.329481075,1.74807803,-19.88541417,28.59574448,449.3089274,-1.845994094,-0.149435196,-47.97097665,-0.056984989,-0.263987447,-9.552773198,-25.17222765,-0.889870924,-0.467209086,-1.438026095,-22.59489914,0.092831564,0.007514814,2.412370003,0.002865668,0.013275431,0.48039096,1.265863886,0.044749932,0.023495064,15.71244028,-0.064554853,-0.005225784,-1.677556487,-0.001992779,-0.009231704,-0.334062756,-0.8802788,-0.031118998,-0.016338413,-0.004108519,-0.000332589,-0.106766133,-0.000126828,-0.000587541,-0.021261036,-0.056024321,-0.001980532,-0.001039839,0.080951069,25.98652769,0.03086954,0.143005575,5.174866608,13.63613661,0.48205513,0.253093489,321.0152485,0.381335793,1.766568076,63.92585843,168.4491223,5.954895138,3.126499634,0.001187906,0.005503066,0.199136517,0.524738694,0.018550194,0.009739412,4.632578711,167.6366594,441.7343597,15.61588303,8.198809796,36.18646759,95.35388111,3.370883477,1.769815541,2.635070165,0.093153151,0.048908215,0.035351298,0.018560498,0.525030175,-433726.6854,-12083.91709,-5799530.78,-6847281.9,1830074.096,-92030.97709,63998.12731,4073.086432,-991375.9213,-12246606.84,-38149.61095,-32115020.58,-6932428.477,-191575.1644,-72702.1113,-2056561.292,-3917034.47
PIPI329440,521.5215319,0.264240186,0.222718462,1.163461171,24.2673211,21.38867664,520.4631099,1.913976943,0.147667317,55.57261398,0.902695393,1.020303914,6.615372696,-212.624048,0.905447444,0.24598408,0.000506672,0.000427055,0.002230898,0.046531772,0.041012068,0.997970512,0.003669986,0.000283147,0.106558619,0.001730888,0.001956398,0.012684755,-0.407699462,0.001736165,0.000471666,0.842863703,4.403044018,91.83811691,80.94407195,1969.659186,7.243322719,0.558837468,210.3109856,3.416192693,3.861274581,25.03545276,-804.6620431,3.426607652,0.930910939,5.223909874,108.9596297,96.03459219,2336.865593,8.593705835,0.663022345,249.5195664,4.053078431,4.581137578,29.70284838,-954.67635,4.065435065,1.104462009,20.85786936,18.38366176,447.340335,1.645071612,0.126920709,47.76490645,0.775870666,0.876955707,5.685941965,-182.7513056,0.778236065,0.2114244,0.88137774,21.44707723,0.078870549,0.006085028,2.290018488,0.037197983,0.042044357,0.27260416,-8.76174371,0.037311388,0.010136433,24.33358168,0.089485524,0.006903995,2.598225918,0.042204359,0.047702994,0.309293221,-9.940963232,0.042333028,0.011500668,0.00367745,0.000283723,0.106775318,0.001734408,0.001960377,0.012710551,-0.408528566,0.001739696,0.000472625,0.077152088,29.03515331,0.471633369,0.533080567,3.45634921,-111.0901826,0.473071239,0.128519876,376.3365872,6.113034446,6.909476905,44.79916645,-1439.885636,6.131671275,1.665799076,0.016243529,0.018359833,0.119040157,-3.826058067,0.016293051,0.004426354,1.130285943,7.328466222,-235.5435174,1.003048704,0.27249954,6.483727649,-208.3928574,0.887429158,0.241089029,-32.14090238,0.136870209,0.037183707,-0.004258443,-0.001156897,0.271671295,2273341.847,4359.056545,8603316.098,10207244.74,1953947.329,93679.14312,106287.1671,4367.921191,1187758.22,15395023.75,40907.5925,2518393.098,2228102.643,343645.3169,-10691.83786,2510738.6,9241825.122
PIPI34911,151.4673628,0.287620208,0.22387213,3.866935526,13.26351008,-21.61181141,-57.19111156,-47.46313098,0.071047775,17.23982428,0.050719295,0.189025516,20.84821927,61.43940493,14.24754466,-7.773467035,0.001898892,0.001478022,0.025529827,0.087566786,-0.142682958,-0.377580427,-0.313355498,0.000469063,0.113818739,0.000334853,0.001247962,0.13764166,0.40562801,0.094063463,-0.051321069,0.778360227,13.44458914,46.11466687,-75.14010075,-198.8424664,-165.0201538,0.247019414,59.93954456,0.176341207,0.65720527,72.48523812,213.6129632,49.53596535,-27.02684588,17.27296523,59.24591889,-96.5364084,-255.4632926,-212.0100027,0.317358732,77.00746067,0.22655475,0.844345904,93.12556784,274.4397206,63.64143957,-34.72279921,3.429979629,-5.588872964,-14.78977634,-12.27409422,0.018373147,4.458265251,0.013116147,0.04888251,5.391405968,15.88839652,3.684453637,-2.010239629,-1.629418705,-4.311913755,-3.578474377,0.005356634,1.299793507,0.003823972,0.014251545,1.57184781,4.632213084,1.074191113,-0.586079174,2.646289589,2.196166257,-0.003287451,-0.797703809,-0.002346832,-0.008746399,-0.964667832,-2.842862348,-0.659248056,0.359686048,0.829903978,-0.001242287,-0.301442371,-0.000886839,-0.003305155,-0.364536004,-1.074282406,-0.24912166,0.135920894,-0.001496905,-0.363225601,-0.001068604,-0.003982576,-0.439250821,-1.294465908,-0.300181306,0.163779061,242.6511484,0.7138759,2.66054096,293.4394381,864.76184,200.5347049,-109.4118288,0.002941984,0.010964469,1.209305787,3.563806912,0.826432128,-0.450901756,3.726895613,411.0510498,1211.361583,280.909756,-153.2644944,110.2931481,325.0323348,75.37365818,-41.12390318,2.946985742,0.683393842,-0.37286,0.231895877,-0.126522499,-0.545600468,-943742.9263,-6230.6685,-3281212.167,-4215544.492,-244054.4767,-71153.33125,43667.92344,16501.56643,19883.70566,-13283215.72,-54742.027,-18607177.69,-4992674.768,-45267.31583,-15360.54796,-66238.98705,121405.6639
PIPI35038,102.1555583,0.151187906,0.070485095,-1.473473617,8.51758484,8.210225653,73.21276465,1.067957864,0.041904736,24.38643903,0.030213159,0.142796074,-4.272998605,48.50667301,0.241923585,0.178271917,0.001479977,0.000689978,-0.014423822,0.083378575,0.080369838,0.716679209,0.010454232,0.000410205,0.23871867,0.000295756,0.00139783,-0.041828352,0.474831461,0.002368188,0.001745102,0.466208554,-9.745975416,56.33773926,54.30477779,484.2501393,7.063778383,0.277169894,161.298874,0.199838465,0.944494025,-28.26283339,320.8369917,1.6001517,1.179141382,-20.90475459,120.8423542,116.4817275,1038.698528,15.15154176,0.594519108,345.9800821,0.428646071,2.025904536,-60.62272587,688.1834076,3.432265849,2.529214385,-5.780615778,-5.572020806,-49.68719073,-0.724789268,-0.028439421,-16.55030585,-0.020504717,-0.096911185,2.899949178,-32.91994674,-0.164185895,-0.120987519,0.963914749,8.595484052,0.125382709,0.004919791,2.863069695,0.003547151,0.016764855,-0.501667865,5.694885806,0.028402838,0.020929867,8.917265828,0.130076554,0.005103969,2.970251984,0.003679943,0.017392466,-0.520448376,5.90808037,0.029466131,0.0217134,0.014587045,0.000572369,0.33308999,0.000412676,0.001950426,-0.05836412,0.662543933,0.003304391,0.002434984,0.039238192,22.83464531,0.028290591,0.133709465,-4.00109288,45.42002513,0.226529148,0.166927856,581.9494738,0.720996289,3.407635698,-101.9693481,1157.546323,5.773180042,4.254218831,0.001238933,0.005855553,-0.175220277,1.98908389,0.009920415,0.007310289,4.726287429,-141.4283951,1605.481666,8.007225736,5.900472575,-29.92378209,339.691923,1.694189331,1.248437101,-11.35190472,-0.056616818,-0.041720565,0.004987429,0.003675204,0.736893497,-1078455.933,-10556.99711,-7133215.612,-15300482.03,731913.9755,-126615.2264,-131355.2122,-14730.43585,-1009830.041,-25735896.17,-44223.59212,-35694907.94,-7552420.05,252388.5526,-22233.14579,-4457837.098,-6049499.847
PIPI48770,135.8139875,6.138783513,0.054321132,6.585989766,6.349131843,16.13516126,376.5374875,0.518157648,-0.05255531,12.15500862,0.015970198,0.089115361,1.295507897,-834.5188869,0.123828463,0.181707175,0.045199936,0.000399967,0.048492721,0.046748733,0.118803384,2.772449984,0.003815201,-0.000386965,0.089497473,0.000117589,0.000656157,0.00953884,-6.144572457,0.00091175,0.001337912,0.008848843,1.072849328,1.034265475,2.628397177,61.33747618,0.08440722,-0.008561193,1.980035391,0.002601525,0.014516779,0.211036583,-135.9420617,0.020171499,0.029599867,121.2417626,116.8814352,297.0328623,6931.694444,9.538785943,-0.96749291,223.7620649,0.293996045,1.640528426,23.84905937,-15362.69329,2.27956339,3.345055023,0.964036093,2.449922006,57.17249812,0.078675745,-0.007979865,1.845585713,0.002424874,0.013531051,0.196706637,-126.7112335,0.0188018,0.027589957,2.54131772,59.30535021,0.081610787,-0.008277558,1.914436322,0.002515336,0.014035834,0.204044888,-131.4382671,0.019503212,0.028619216,23.33645642,0.032113571,-0.003257191,0.753324273,0.000989776,0.005523054,0.080290979,-51.7205173,0.007674448,0.011261565,0.001376112,-0.000139575,0.032281005,4.24E-05,0.000236671,0.003440581,-2.216296955,0.000328861,0.000482574,-0.101427259,23.45812834,0.030821118,0.171985034,2.500219579,-1610.550167,0.238978357,0.350679326,-231.280315,-0.303874108,-1.695649043,-24.65037121,15878.86912,-2.356155138,-3.457446551,0.001313878,0.007331575,0.106582228,-68.65637971,0.010187443,0.014949161,5.580103723,81.12034076,-52254.76172,7.753721275,11.37789123,14.53742525,-9364.478568,1.389529955,2.039010705,-644.1634889,0.095582948,0.140259411,-0.000148383,-0.000217739,1.467410399,592072.7226,4359.438475,96447.89091,10899491.65,89898.82214,93252.5481,36694.56494,1572.41375,1142649.779,-11265707.01,48710.18534,37073599.56,6643890.759,457019.771,-709.4779182,4781394.41,3258389.347
PIPI533750,80.24182583,0.091423489,0.064342453,3.292854273,4.113971048,10.28449258,235.9080229,0.533390531,0.040269877,245.7295267,0.028611599,0.156041133,2.448593603,82.51909585,0.183272699,1.195842603,0.00113935,0.000801857,0.041036632,0.051269659,0.128168726,2.939963297,0.006647288,0.000501856,3.062362106,0.000356567,0.001944636,0.030515178,1.028380087,0.002284005,0.014902983,0.703784701,36.01759586,44.99905987,112.4928912,2580.387446,5.83428326,0.440476263,2687.816116,0.31295676,1.706794778,26.78298142,902.6027873,2.004656588,13.08025561,51.17700883,63.93867302,159.8399213,3666.444357,8.289869405,0.625867915,3819.088583,0.444676844,2.425166071,38.05564597,1282.498449,2.848394666,18.58559242,1.249363229,3.123275957,71.64241211,0.16198425,0.012229474,74.62508399,0.008688996,0.047387804,0.74360825,25.06005095,0.055657701,0.363162929,2.499894254,57.34314123,0.129653448,0.009788566,59.7304949,0.00695474,0.037929565,0.595189799,20.05825877,0.044548855,0.29067842,22.93822675,0.051863573,0.003915592,23.89320861,0.002782014,0.015172468,0.23808599,8.023642896,0.017820296,0.116276286,0.002261011,0.000170702,1.041632767,0.000121283,0.000661449,0.010379442,0.349793512,0.000776882,0.005069105,0.075497922,460.6934556,0.053640995,0.292545751,4.590620685,154.7067132,0.343599462,2.241964441,6102.068012,0.71049631,3.874884802,60.80459642,2049.151935,4.551111502,29.69571052,0.000116435,0.000635012,0.009964588,0.3358127,0.000745831,0.004866499,5.453771887,85.58045349,2884.113409,6.405538548,41.79572801,15.69197525,528.829124,1.174515304,7.663636997,33.7006091,0.074848149,0.488379371,0.002220973,0.014491708,6.524935834,938984.8775,11701.93808,10270718.05,14593551.18,285158.3458,228242.9474,91301.04085,3980.300738,1760407.851,23317302,3821.213063,32818329.48,6017547.152,383479.2659,11379.00104,5123430.175,785207.7485
